gene_id	rna_Ctrl_t0_r1	rna_Ctrl_t0_r2	rna_Ctrl_t0_r3	rna_Ctrl_t6_r1	rna_Ctrl_t6_r2	rna_Ctrl_t6_r3	rna_Ctrl_t24_r1	rna_Ctrl_t24_r2	rna_Ctrl_t24_r3	rna_Ctrl_t48_r1	rna_Ctrl_t48_r2	rna_Ctrl_t48_r3	rna_Trt_t0_r1	rna_Trt_t0_r2	rna_Trt_t0_r3	rna_Trt_t6_r1	rna_Trt_t6_r2	rna_Trt_t6_r3	rna_Trt_t24_r1	rna_Trt_t24_r2	rna_Trt_t24_r3	rna_Trt_t48_r1	rna_Trt_t48_r2	rna_Trt_t48_r3
ENSG00002303	83	210	145	212	166	192	169	119	111	217	177	164	153	99	158	397	413	735	727	382	734	861	896	502
ENSG00002304	182	424	190	742	563	406	551	314	345	422	442	415	471	246	374	2336	1557	3086	1273	912	1118	419	585	537
ENSG00002305	3440	5854	5061	9243	9272	5133	5404	4203	3448	7159	7489	4884	7554	2643	5758	6902	7664	9598	6184	3836	7082	4479	4277	4262
ENSG00002306	1277	1788	2126	2746	1760	2245	2617	1565	1167	2186	2336	2182	1937	1182	2100	2720	2380	3767	2723	1755	2644	1505	2029	1380
ENSG00002307	1035	1508	2070	2086	3159	2472	2386	1668	1618	2389	2530	2453	2175	984	2718	398	436	613	504	532	535	952	888	579
ENSG00002308	1498	2028	1826	3563	2739	2146	2566	1459	1664	2518	3001	2989	2745	1482	2242	2823	2059	3608	2101	1435	2891	1983	1769	1710
ENSG00002309	1725	1991	2076	4159	3779	2381	3180	1718	2079	2424	2798	3265	3053	1634	2233	14297	14651	23204	4700	4007	5128	2803	3150	2153
ENSG00002310	7089	11296	10473	12773	11450	11678	10144	7008	7960	12611	12282	11043	9858	6779	12950	12704	9756	16136	10048	9067	11055	6999	8289	8769
ENSG00002311	176	249	204	344	261	307	183	224	191	292	271	277	196	97	297	37	30	59	46	20	30	27	40	34
ENSG00002312	332	602	464	884	840	637	707	409	534	771	875	868	717	375	685	2162	2454	2216	2078	1358	1986	1690	1608	1426
ENSG00002313	710	1010	832	1500	1002	986	1143	987	792	955	1241	1002	1391	534	1054	1459	1394	2378	3286	2348	3899	4775	3005	3410
ENSG00002314	851	1212	1095	1517	1064	1348	1130	1073	951	1330	1562	1130	1690	835	1037	1726	930	1585	1309	786	1345	1074	1103	1121
ENSG00002315	517	1206	944	701	453	464	489	205	263	413	377	570	1373	695	1129	1348	1478	2103	1544	1255	1589	1897	1517	1342
ENSG00002316	3577	6020	3948	5783	5577	3982	4435	3287	3216	5181	6800	6155	6248	2678	5857	5662	5373	6173	4276	3378	5179	3907	4700	3408
ENSG00002317	872	1458	1255	2028	1788	1596	1455	1069	1599	2046	1940	1909	1748	843	1352	5761	5402	6505	5631	3855	5544	5817	6412	4862
ENSG00002318	40	44	55	80	71	77	66	49	34	42	87	50	49	24	64	216	119	299	339	232	293	284	309	178
ENSG00002319	8470	11209	11870	23042	17125	11555	15630	9183	7285	14833	13950	13322	12936	8775	12704	3563	3715	5110	2311	1758	2450	3218	2856	3207
ENSG00002320	30377	60693	62470	68128	75508	52178	87417	41067	38237	73833	70616	55272	61139	29518	69318	63642	68689	85734	60464	43454	57653	67187	59288	53233
ENSG00002321	461	628	749	1245	847	734	695	499	629	866	718	729	737	388	629	748	672	847	620	589	602	725	562	439
ENSG00002322	68	122	82	125	127	113	152	72	73	142	135	106	114	74	91	133	111	153	114	112	99	94	91	88
ENSG00002323	49611	71328	61441	86825	74940	79193	82152	46390	64141	76797	78927	72145	85834	48876	81604	84405	78834	106400	97162	63562	89361	72451	66606	68558
ENSG00002324	260	403	362	627	862	627	563	250	311	394	400	377	411	184	467	4389	2667	3844	859	754	1220	445	400	427
ENSG00002325	1239	1473	1210	1900	1898	1784	1741	1477	1357	2120	2663	2126	2624	913	1833	603	442	794	546	354	523	846	856	787
ENSG00002326	6160	9396	8705	20768	22297	14130	12483	8840	8774	10666	13674	10566	8675	5305	13865	81934	70018	129214	20241	15234	18801	9586	10565	6928
ENSG00002327	3076	3562	5002	6770	5952	4706	5106	3455	3380	4573	6626	5165	4275	2323	5288	35078	32831	31747	30703	25599	34367	11199	11076	6826
ENSG00002328	6	28	23	63	20	27	36	40	20	63	50	48	42	20	24	13	66	37	25	22	43	43	24	12
ENSG00002329	55044	91054	105175	109591	103592	88118	120948	70125	71623	108611	121667	99764	105325	44373	109128	88892	90426	132918	111772	66235	87249	87361	88189	75569
ENSG00002330	196	284	370	639	440	567	403	230	260	346	367	436	483	179	283	1221	1459	1895	1473	811	1371	1038	861	1014
ENSG00002331	7672	12570	12313	16308	15794	13419	14585	9197	10805	16807	18077	13716	19721	10704	15205	16220	14509	14491	14145	11970	17809	10239	13114	8293
ENSG00002332	5761	8154	7959	14262	9366	8197	11481	6757	7180	11437	9193	8037	8465	5986	10343	2554	3244	5001	2604	1799	2388	2139	2070	1696
ENSG00002333	1111	1678	1356	2703	2477	1861	2099	849	1111	2106	2703	2415	2598	842	1698	1938	1557	2708	1816	1302	2287	1497	1790	931
ENSG00002334	286	586	452	798	634	737	587	469	381	485	474	581	778	250	512	620	484	651	637	415	593	457	543	328
ENSG00002335	437	1005	719	1122	895	761	773	493	681	836	719	970	783	467	799	2582	1703	3150	2644	1512	3313	2197	1897	2019
ENSG00002336	1141	1277	1103	2199	1123	1599	1952	1064	1024	1837	1576	1180	2099	875	1321	1783	1596	2552	1108	1080	1419	1325	1464	1301
ENSG00002337	42	60	63	124	109	93	82	60	61	131	104	125	178	49	135	76	65	122	99	68	73	130	135	83
ENSG00002338	62	120	103	135	107	92	104	137	118	137	100	126	77	37	70	33	36	59	43	23	46	63	43	38
ENSG00002339	191	238	200	662	426	586	469	391	287	545	797	888	388	160	347	637	555	544	512	233	568	459	559	446
ENSG00002340	31	29	38	37	66	83	67	50	33	39	87	87	74	31	61	82	38	86	45	35	76	47	48	33
ENSG00002341	882	1266	1021	1969	1672	1768	1236	1082	897	1692	1854	1801	1763	962	1291	1834	979	1877	1552	1239	1580	1139	1172	1070
ENSG00002342	1777	2518	2120	3068	2969	2514	2964	1898	1756	2959	2747	2944	3322	1632	2844	13951	12572	21329	13885	11966	11876	9146	8706	5148
ENSG00002343	53	95	116	132	87	122	115	76	60	123	129	144	98	40	122	82	116	122	117	61	74	69	71	74
ENSG00002344	210	574	366	709	454	607	415	382	243	571	627	494	540	279	440	2875	1974	3119	2218	1652	2296	863	605	878
ENSG00002345	448	608	720	1285	974	922	974	820	580	1053	1203	1093	931	613	1221	885	1007	1317	1006	629	1146	739	891	731
ENSG00002346	137	210	264	324	206	200	275	185	214	355	359	318	323	132	202	707	509	776	1251	871	731	1166	805	820
ENSG00002347	900	1271	1071	1537	1182	991	1014	1014	934	1296	2238	1521	1241	859	1321	1894	1111	2315	1503	777	1255	1184	1346	941
ENSG00002348	33	92	69	85	123	99	102	42	66	71	86	76	90	67	103	651	873	1067	169	115	132	73	74	88
ENSG00002349	794	1014	922	1585	1191	1215	1354	1015	800	1432	1556	1153	1238	760	1205	1450	1141	1655	1440	813	1066	1648	998	1233
ENSG00002350	158	200	164	343	261	271	287	182	222	281	319	315	286	119	185	558	411	675	308	347	510	254	287	219
ENSG00002351	30237	37753	58075	41614	40960	37023	31307	24645	22071	37794	37220	36073	71850	22914	69202	43378	36286	44103	27839	21811	27296	26966	29833	27348
ENSG00002352	315	530	453	489	476	373	507	436	365	555	597	532	495	277	369	118	90	186	162	82	111	224	189	147
ENSG00002353	51	92	115	62	63	45	52	40	47	118	135	59	85	44	136	66	79	133	63	68	100	58	60	71
ENSG00002354	1755	3007	2602	5690	4893	3752	4825	4618	3766	6318	6773	6385	3326	1619	2608	3673	4163	5407	4732	3043	6070	4513	2974	3388
ENSG00002355	1573	2241	1677	3106	2735	2158	2853	2013	1666	2545	2878	2829	2852	1431	3048	2763	2409	3719	2334	1462	1988	1829	2391	2052
ENSG00002356	687	841	917	1620	937	1073	1084	808	705	845	1450	1050	1131	525	1056	1078	748	1703	1008	750	708	721	801	792
ENSG00002357	3690	5698	4844	9098	6109	6082	6941	3627	4318	5751	6499	7680	6754	2301	6696	5461	4693	8191	4684	4977	5193	4439	4089	3561
ENSG00002358	335	483	444	821	655	617	697	352	435	510	803	734	635	536	546	624	548	610	456	299	468	591	358	394
ENSG00002359	120	305	175	265	225	320	258	196	229	382	314	200	234	122	249	77	99	132	54	29	45	66	51	72
ENSG00002360	1357	2029	1890	2999	2873	2242	2537	1757	1235	2659	3250	2704	2607	1401	3164	2797	2745	4353	1989	1350	2527	2289	2234	1561
ENSG00002361	1361	2477	1658	2451	2157	2312	1778	1494	1888	1722	2515	2453	2222	1047	2331	9348	8068	12579	9780	7338	11060	3779	3942	2989
ENSG00002362	666	1315	987	1462	822	1280	1384	989	807	856	1304	1533	1537	541	1096	4861	3491	5851	3929	3220	3575	2325	1925	1900
ENSG00002363	9764	13458	10048	15273	15969	11259	14193	9021	8296	16504	14318	11921	14888	7164	13101	13705	10507	18970	10457	9696	14050	10716	12352	8008
ENSG00002364	269	401	326	522	317	386	451	268	264	508	533	623	609	142	436	464	423	568	472	295	460	322	299	313
ENSG00002365	983	1926	1545	1935	2811	1724	2479	1192	1279	1953	2270	2229	2079	1338	2041	7995	8647	12960	4838	3812	4898	2465	2130	2070
ENSG00002366	116	245	230	365	433	211	232	167	258	288	330	340	289	104	225	129	82	109	143	131	173	190	194	153
ENSG00002367	742	884	1052	1273	1549	1561	1314	904	1190	1137	1246	1575	1316	639	1293	6316	4317	8036	2531	2201	3184	1393	1789	1658
ENSG00002368	4846	6342	7867	9648	8944	9845	12908	7434	7184	12163	11645	10922	12347	6043	8013	42390	33570	42503	25864	20723	22593	21638	20154	19938
ENSG00002369	997	1435	1907	2297	1926	1424	1848	913	1229	2202	2735	1985	2178	922	1570	5250	6002	8527	6196	6291	9289	6050	4956	5250
ENSG00002370	303	788	615	1040	925	570	1033	697	648	698	885	1057	1020	543	875	841	700	1204	818	475	1028	776	811	669
ENSG00002371	2249	3669	3608	9320	8979	6562	13620	8702	7496	15307	14656	12480	3419	2133	3910	2480	2639	4215	1940	1398	2735	2306	2464	1916
ENSG00002372	504	820	668	795	756	972	575	513	505	613	1114	823	765	389	613	606	706	937	511	566	533	667	711	627
ENSG00002373	1147	1544	1642	1479	2035	1577	1473	1393	1172	1558	1881	1816	1631	754	2211	2183	1807	2626	1717	1176	1400	1175	1600	1383
ENSG00002374	13422	22456	25449	35644	26707	27185	32469	17052	16781	29368	32691	34809	29905	14451	27111	10477	10596	21239	8122	4113	7087	4279	4323	4377
ENSG00002375	469	725	758	1298	758	895	1274	663	745	936	826	969	1272	564	870	1068	763	1349	920	655	905	722	719	593
ENSG00002376	2566	4000	3073	4329	3956	3633	5701	2889	3478	5219	5535	4992	4476	2132	3294	2065	1666	2455	2726	2044	2879	3954	3536	3322
ENSG00002377	1590	2769	2167	3211	2651	2699	2955	2003	1676	2540	3372	3841	3941	1629	2579	2744	2436	4518	2861	2191	2023	1412	2848	2377
ENSG00002378	67	75	80	132	81	68	91	80	82	68	106	98	140	83	120	79	94	117	128	54	119	59	102	71
ENSG00002379	778	1381	965	1881	1798	1478	1854	833	948	1601	1645	1154	1323	646	1732	4899	3907	4786	7103	4627	6778	4786	6998	4852
ENSG00002380	646	1077	924	2005	1700	1180	1192	1067	1009	1442	1962	1807	1346	789	715	1294	1577	2202	1180	1040	1595	1287	1013	1001
ENSG00002381	582	1418	1091	1346	1187	903	1163	920	951	1348	1067	1439	1469	731	1111	1447	1044	1364	945	877	1118	1316	979	861
ENSG00002382	1867	2503	2137	3401	3072	2246	3776	2131	2327	3394	3584	2997	3568	2074	3438	3265	2180	4732	3986	3111	2985	2446	2292	2284
ENSG00002383	1133	1657	1927	3052	2022	1972	2793	1412	1667	2309	2703	2080	2810	1040	1961	1879	2680	2528	1841	1653	2742	1758	1998	1478
ENSG00002384	7384	8159	9986	16702	8723	9854	13199	7170	8858	13721	12775	14757	10556	5679	13838	13218	8274	19232	10441	10487	10013	10679	10810	10468
ENSG00002385	2269	4014	3520	5651	4414	4403	4402	3309	2021	4132	4035	4427	5077	2341	4440	4764	4258	8532	4123	3600	5558	3268	4570	2667
ENSG00002386	11511	19575	15241	24358	21620	14876	20688	9811	16597	23657	26947	19999	19568	14604	21486	8218	8109	11841	5690	5639	6852	8460	8291	8956
ENSG00002387	307	450	298	549	490	393	380	309	320	517	522	588	463	261	448	573	319	705	531	321	460	398	357	353
ENSG00002388	2622	3095	3451	5912	4066	3176	4971	2861	3044	4478	5136	6018	4275	2820	3728	4865	4169	6184	4518	4812	4188	3999	3615	4493
ENSG00002389	40	59	75	169	116	171	135	75	112	99	135	91	101	83	99	165	91	132	90	74	84	96	84	102
ENSG00002390	423	682	558	756	582	884	665	578	421	612	993	755	671	265	691	972	610	979	494	499	788	612	507	475
ENSG00002391	858	1009	781	1505	1414	1384	1494	753	756	1308	1608	1281	1432	726	1578	1307	1635	2208	1087	912	1095	1030	1163	897
ENSG00002392	188	324	378	548	280	255	328	349	354	264	491	481	580	151	471	164	195	182	122	50	92	88	75	80
ENSG00002393	102	196	102	219	122	109	185	160	87	234	296	305	238	86	158	158	139	301	167	155	149	147	177	168
ENSG00002394	2727	5125	4358	4959	4843	4492	3161	3377	2646	5653	4686	4545	5866	2649	4098	4486	3715	6854	4591	2749	6011	4882	4827	3061
ENSG00002395	4211	6955	4455	9540	8547	6095	6260	4856	4433	8123	8097	8126	10025	4206	5961	6604	8035	9278	5719	6546	8603	6584	6155	5279
ENSG00002396	5640	5590	6658	8890	8855	7513	9735	4076	5987	7885	10547	9033	9723	3590	8545	17954	23231	26743	20075	12859	26185	16138	10881	13230
ENSG00002397	204	282	269	534	337	353	361	378	184	375	268	472	344	199	435	320	404	572	269	225	396	339	206	259
ENSG00002398	1388	2110	2129	3358	2510	2683	2345	1465	1521	2595	2970	2909	2643	1672	2609	3365	2151	3732	2293	1562	2881	1912	2308	2187
ENSG00002399	514	817	695	842	346	869	815	570	581	884	1213	1158	1435	441	758	835	696	806	652	555	684	612	710	683
ENSG00002400	72	41	96	211	101	128	107	94	96	157	110	104	121	56	94	136	111	197	160	85	136	103	133	111
ENSG00002401	230	299	374	455	525	571	445	346	298	443	488	528	691	239	319	491	365	696	498	368	415	447	349	346
ENSG00002402	312	551	399	535	593	572	568	311	312	391	538	501	574	258	547	1528	1471	2133	1253	906	751	675	888	486
ENSG00002403	116	142	129	231	155	225	226	114	126	158	167	171	233	92	230	312	163	246	181	139	201	172	184	188
ENSG00002404	628	785	715	931	729	927	767	528	495	871	1083	1255	890	347	1155	1908	1393	2710	1487	1505	1839	1077	1000	1261
ENSG00002405	108	311	178	245	308	306	188	137	178	239	321	200	375	155	319	252	281	399	241	228	277	236	219	164
ENSG00002406	1359	1450	2227	2503	2359	2294	2233	1988	1365	2485	3360	2746	2521	1268	2946	2313	2645	4206	2098	2322	2535	2101	2298	1924
ENSG00002407	1358	2160	2309	2697	2881	2654	1725	1562	1624	1613	1940	1940	2900	1885	2647	5120	4979	7191	8066	6701	8934	10712	9922	8046
ENSG00002408	712	939	874	1482	875	969	1393	885	709	898	1187	961	961	573	793	1173	777	1644	718	883	929	855	723	719
ENSG00002409	412	569	724	833	822	867	877	508	706	690	869	867	837	467	608	1314	796	1379	1007	658	669	867	454	637
ENSG00002410	1066	1997	1395	2219	2706	2677	1805	1231	1939	2279	2796	2609	2512	1085	1975	2196	1834	2758	1713	1372	1700	1903	1806	1748
ENSG00002411	279	426	366	348	283	367	326	271	273	487	355	667	326	300	418	1823	1289	2334	674	620	800	397	511	321
ENSG00002412	3438	6362	5316	7631	7820	5737	8398	4550	5004	5993	6002	6551	5058	3383	5967	6811	4945	9823	5758	5072	6322	4692	5295	4727
ENSG00002413	718	1222	909	1581	1307	1223	1622	768	799	1014	1463	1492	1423	594	1172	1379	1406	1392	1223	817	1611	1432	849	947
ENSG00002414	929	1555	1299	2635	1868	1449	1700	919	1241	1863	2685	1826	2254	879	2015	1673	1298	2111	1336	960	2066	1481	1484	1390
ENSG00002415	320	430	415	363	637	543	348	358	425	487	482	606	410	180	316	108	111	163	101	84	59	72	62	94
ENSG00002416	1581	2762	1885	3822	1993	2325	3202	1397	2439	3274	2989	2743	3695	1440	2310	3457	2296	3726	2364	1927	2853	2201	2432	2170
ENSG00002417	111	157	182	211	159	183	281	104	120	197	212	207	202	83	197	1023	550	1058	426	346	413	216	156	221
ENSG00002418	362	567	570	703	653	623	747	450	395	661	686	766	870	394	664	725	567	672	390	331	913	628	550	346
ENSG00002419	138	193	216	306	313	235	358	199	202	161	265	356	390	103	303	288	267	413	169	212	271	232	270	229
ENSG00002420	2526	3919	2928	5519	4760	4035	3894	3064	2897	4095	3912	4926	4293	2755	3729	4379	3379	7643	3090	2549	4451	3784	2981	2299
ENSG00002421	407	732	768	1041	631	544	982	466	422	769	1016	1095	661	380	730	886	682	1393	758	496	600	474	718	453
ENSG00002422	2272	3288	2755	4896	3546	4541	3607	2836	3118	4343	4394	5396	3873	2499	3037	4299	4122	4355	4013	3284	5362	3500	2611	2742
ENSG00002423	391	491	409	835	588	537	818	290	444	618	538	686	502	289	544	1821	1542	1733	1927	1828	2010	2035	2331	1672
ENSG00002424	165	382	297	565	544	376	297	288	350	310	319	384	344	166	306	389	340	440	281	356	389	328	260	260
ENSG00002425	592	733	632	1329	1147	958	800	723	540	987	985	1076	1419	494	879	872	967	1239	840	908	842	1093	681	750
ENSG00002426	4751	5172	6106	10064	6872	6483	7284	5694	3983	8223	9911	8115	7549	3183	7733	35823	25889	37272	24909	20992	34042	13383	17185	10806
ENSG00002427	5844	10475	10167	34227	19733	14995	20251	12644	9962	22696	23552	28137	12379	8613	10205	22268	18136	27863	13667	10686	18731	17853	18139	14700
ENSG00002428	605	1634	1000	2097	1437	1481	1701	1149	1265	1845	1618	1362	1370	564	2093	1778	1364	2321	1382	1217	1429	1693	1398	1471
ENSG00002429	2536	4052	3762	4357	3486	4704	3615	2875	2700	4307	3775	5018	4936	2638	3942	5364	4478	7526	4573	3488	3837	4206	3595	2847
ENSG00002430	744	915	751	1535	1643	1084	1285	719	924	1258	1357	1331	1005	492	985	1186	1244	1575	996	871	998	852	992	926
ENSG00002431	211	413	298	443	538	358	377	313	249	381	406	432	432	298	362	166	196	200	94	123	183	126	103	119
ENSG00002432	149	188	328	316	370	302	318	203	203	279	510	347	288	149	242	298	264	459	313	257	257	258	352	232
ENSG00002433	724	1140	1000	1498	1097	860	1327	783	842	1057	1603	1364	1350	893	965	1209	1074	1588	1116	884	1333	1126	912	749
ENSG00002434	1547	2938	2235	3667	3515	2376	3504	2059	2099	4223	3301	3084	3642	1679	2280	16198	13037	22684	5057	4465	5551	2577	2516	2609
ENSG00002435	2366	2691	3408	4750	4097	3515	4916	2551	2498	3772	4713	3968	3645	2220	4022	17748	13243	21027	7138	6134	9412	6237	5065	5853
ENSG00002436	734	924	1085	1186	1097	1028	1336	972	754	897	1771	1083	1020	489	1073	1180	967	1690	1193	759	1214	785	922	914
ENSG00002437	2308	3728	4370	6431	3931	3754	5035	2510	2979	5531	7386	4939	6388	2938	4542	5898	4513	5010	4869	3935	5068	4203	4450	3549
ENSG00002438	1217	1809	1588	2898	1802	1996	1449	948	1050	2109	2239	1725	2448	840	2012	1672	1766	2822	1490	1307	1932	1664	1514	1334
ENSG00002439	2022	2666	2883	3554	2852	2529	3546	1835	1550	2912	3832	3559	3290	1255	3618	13483	9075	14486	16261	11536	15471	16753	18531	20056
ENSG00002440	1012	1284	1051	1707	1934	1143	1830	1059	901	1565	1732	1365	1439	801	1299	1474	1304	1850	1237	921	1233	1328	1392	1122
ENSG00002441	16	23	20	77	50	67	58	79	58	102	89	65	24	16	20	323	394	553	480	520	747	742	603	480
ENSG00002442	1278	2150	1825	1986	2452	1750	1567	1320	1365	1901	1693	2384	2366	1361	2392	4327	3471	3944	5014	5020	6254	5533	4914	3755
ENSG00002443	163	219	224	391	305	368	248	171	203	360	276	296	293	141	296	369	270	260	279	172	277	242	238	159
ENSG00002444	263	383	526	707	530	474	560	284	242	483	578	444	539	270	486	1345	1237	2119	2582	2128	2352	2156	2089	1687
ENSG00002445	804	1054	1154	1114	1249	1245	1527	751	882	1127	1375	1363	1226	635	1346	1436	1117	1972	970	985	1372	1435	1034	1256
ENSG00002446	478	573	448	706	690	508	568	368	406	517	658	560	701	284	659	702	536	804	528	320	719	520	550	586
ENSG00002447	1357	1805	1930	3082	2509	2136	2282	1382	1449	1712	2415	2502	2151	1148	2391	1711	1558	2338	2171	1889	1613	1733	1827	1556
ENSG00002448	1121	1348	1517	2668	2088	1817	2026	1264	1319	1936	2129	1560	2071	817	1574	1489	1946	2252	1786	1526	1900	1279	1715	1199
ENSG00002449	2067	3877	3803	5074	3775	4154	3711	3644	2753	3714	4755	3192	4554	2489	3198	8254	7229	10319	21857	10427	15264	15617	12416	12113
ENSG00002450	325	463	488	504	576	553	610	417	263	531	423	634	446	270	432	491	485	692	433	393	570	544	558	385
ENSG00002451	1495	2376	2211	4009	3251	2960	2531	2099	2055	2869	2519	3057	3028	1612	2352	3064	2325	4342	2283	1904	3336	2317	2232	2202
ENSG00002452	74	159	124	207	173	158	157	98	106	144	185	199	182	54	157	226	140	188	120	156	139	109	132	131
ENSG00002453	3392	5672	6184	10936	6689	6160	7176	4210	4835	6291	5930	8095	5704	4493	8243	8537	7037	7676	7797	7048	5319	5152	5544	4916
ENSG00002454	2004	2661	2383	5868	3174	3752	3410	2713	2306	3594	2870	5201	3689	1714	3486	1250	965	1304	505	440	404	683	716	633
ENSG00002455	229	385	215	531	317	439	362	261	222	471	385	490	388	196	438	457	308	473	275	251	387	232	336	252
ENSG00002456	229	479	317	420	357	429	261	374	248	354	438	529	416	205	344	108	115	185	75	39	114	95	64	48
ENSG00002457	606	931	909	1063	1375	1148	888	858	596	1131	1475	1322	866	556	1066	3763	3700	4413	4342	3658	3899	2587	1761	2208
ENSG00002458	850	1454	1311	1810	1387	1687	1995	1350	1218	1753	2903	2069	1723	914	1978	1914	2052	2365	1588	1183	1579	1763	2490	1342
ENSG00002459	2071	2835	2133	3933	2727	2933	3212	1628	2018	2470	3910	2973	3613	1659	2589	11332	8014	16917	20348	17596	21352	18299	17422	15842
ENSG00002460	1936	2694	3250	5175	2784	4672	3340	3097	2922	2565	4385	4280	2417	1791	3674	3825	3032	4366	2859	2568	3749	3810	3934	3008
ENSG00002461	395	597	404	570	553	977	579	405	538	872	547	763	720	323	603	625	607	875	529	458	726	526	568	413
ENSG00002462	19547	41823	33958	59942	29407	44799	62764	31732	28508	38262	55235	43581	45562	29260	52903	148199	82878	114838	96004	78978	127438	108827	95976	76472
ENSG00002463	738	1389	900	1395	1189	1678	1168	957	751	1177	1335	1449	1189	626	1122	5136	5272	6772	5109	3567	5907	4239	4095	3255
ENSG00002464	52	74	42	132	73	63	133	42	31	63	40	79	42	23	60	46	87	80	28	51	92	80	46	49
ENSG00002465	1851	3909	2929	4293	3000	2395	1999	1008	1026	1329	2154	1809	5231	2242	4842	3056	2797	3523	1330	1475	1441	1144	1293	1042
ENSG00002466	872	1186	906	1642	1307	1367	1318	1188	777	1386	1745	1684	1298	807	1319	1620	1185	2023	1327	1033	936	1307	1133	1083
ENSG00002467	4179	6322	5185	9817	7981	7496	7209	3851	5058	7133	8427	9752	6306	4006	6297	7082	6720	9041	6737	5358	5803	6183	5761	4653
ENSG00002468	2252	3399	2672	4646	3644	2980	3343	2827	2401	3723	3646	4413	4232	1954	3998	1238	1077	2016	762	483	1008	845	894	613
ENSG00002469	2577	4814	4470	5949	5532	4288	6243	4683	3781	5482	5746	5124	5096	2933	4941	24061	25173	26441	33953	32250	22207	34279	31716	28388
ENSG00002470	42	151	103	174	105	118	100	87	95	147	102	110	171	42	80	20	16	33	16	17	13	38	57	29
ENSG00002471	189	321	244	367	227	277	199	141	144	190	226	233	433	200	280	242	195	341	159	98	155	138	159	146
ENSG00002472	105	208	157	252	240	223	231	96	157	311	244	212	261	148	196	158	207	323	189	132	166	200	182	104
ENSG00002473	1648	2110	1523	3026	2174	2140	2276	1464	1327	1820	2616	2463	3008	1199	2047	14538	14804	17702	6970	6043	9985	3777	3630	2781
ENSG00002474	4580	5829	8248	9819	7403	8513	9164	5273	5500	8024	9272	8189	7454	5620	8218	9493	5965	11141	8051	6546	8449	7554	8619	5056
ENSG00002475	1324	1831	2182	2386	1962	1777	2268	1556	1625	3111	3146	2127	2846	1235	2425	2442	2133	2579	2059	1201	2098	1511	2227	1692
ENSG00002476	188	246	336	283	347	252	372	226	198	292	358	417	367	170	255	323	330	429	306	305	239	284	231	292
ENSG00002477	283	325	368	601	623	506	462	306	290	561	773	544	509	323	580	2067	2257	1835	2270	1753	2382	1054	1129	886
ENSG00002478	565	841	995	1365	1112	1159	1075	854	1031	1029	1319	978	1290	478	1055	1243	1232	1484	1312	1044	1079	1012	1034	776
ENSG00002479	2225	2818	3215	4617	3518	3920	4091	2664	2439	3659	5056	4849	3002	1877	3585	11732	9750	14468	19566	13292	18452	21730	16366	12598
ENSG00002480	2870	3859	4168	6328	5275	4805	4675	2270	3352	5348	5703	4138	5059	3455	4822	5240	3555	5911	4355	3050	5492	4154	3973	3111
ENSG00002481	37	41	30	53	40	11	58	25	32	59	63	38	56	14	42	33	47	38	47	39	35	66	24	33
ENSG00002482	2371	3035	2961	4351	3940	3930	4287	2870	3380	2773	4837	5291	3763	1720	2656	19080	8960	20665	24109	24197	24230	29343	28483	21133
ENSG00002483	445	462	642	1132	960	1260	778	694	565	922	1091	1124	896	424	715	7514	4903	6496	7031	7039	9926	8028	6612	5917
ENSG00002484	4723	6229	4652	8836	8884	5685	8733	4020	5652	5529	9040	8532	7882	3437	6662	7482	5683	8103	5826	6272	7457	7227	7174	5380
ENSG00002485	275	337	433	1010	761	669	740	441	380	845	719	718	551	390	651	623	616	783	608	451	585	413	482	520
ENSG00002486	1016	1256	1290	1299	1356	877	1195	854	1101	1435	1724	1288	1666	758	1348	10230	7930	9099	3796	3999	4320	2259	2854	2126
ENSG00002487	74	121	144	316	267	228	254	274	143	367	289	323	201	149	130	250	192	418	314	225	220	307	195	247
ENSG00002488	737	860	832	1405	1285	1089	1185	786	638	860	1498	1365	1066	453	952	2910	1923	4307	3196	2839	2551	3234	3617	2511
ENSG00002489	150	254	228	303	244	248	247	141	169	311	245	217	227	142	156	205	166	335	190	228	250	160	184	134
ENSG00002490	2093	2427	2281	4276	3422	4116	3582	2505	2350	3480	2796	4028	3740	1871	4009	6248	4892	6335	9331	6870	11686	8476	11576	7163
ENSG00002491	1052	2263	1525	1462	1370	1555	1703	1316	1279	1646	2198	2242	1872	1045	1609	5864	6905	8612	8147	6618	9635	4483	5997	4811
ENSG00002492	9661	16886	11974	14392	15858	18315	22444	10423	7892	17614	34428	18706	16810	10067	22800	31013	39268	51718	48667	62930	108343	84438	82218	59665
ENSG00002493	774	1094	978	2225	1501	1376	1734	926	912	1732	1556	1366	1231	801	1248	4078	3978	6299	3413	3027	4505	1739	1438	1303
ENSG00002494	2349	4915	4639	6702	4781	4925	5673	3101	3553	4462	5319	5281	5754	2944	5998	5273	5291	7194	4894	3877	5037	4000	3541	3929
ENSG00002495	232	343	283	327	302	355	412	273	211	328	373	386	422	210	379	117	111	210	53	50	73	87	77	48
ENSG00002496	242	326	386	472	472	370	484	294	357	346	595	573	484	211	403	436	440	750	453	212	413	377	364	338
ENSG00002497	303	693	631	707	656	658	800	472	368	670	730	813	570	301	487	668	390	694	423	383	618	668	543	570
ENSG00002498	2374	3198	3902	5788	4252	3460	5816	2984	2529	3598	5046	3986	3834	2367	3589	14069	10529	15863	10521	8995	13510	7606	8787	7044
