accession	gene_id	status
P01645	ENSG00001645	reviewed
P01646	ENSG00001646	reviewed
P01647	ENSG00001647	reviewed
P01648	ENSG00001648	reviewed
P01649	ENSG00001649	reviewed
P01650	ENSG00001650	reviewed
P01651	ENSG00001651	reviewed
P01652	ENSG00001652	reviewed
P01653	ENSG00001653	reviewed
P01654	ENSG00001654	reviewed
P01655	ENSG00001655	reviewed
P01656	ENSG00001656	reviewed
P01657	ENSG00001657	reviewed
P01658	ENSG00001658	reviewed
P01659	ENSG00001659	reviewed
P01660	ENSG00001660	reviewed
P01661	ENSG00001661	reviewed
P01662	ENSG00001662	reviewed
P01663	ENSG00001663	reviewed
P01664	ENSG00001664	reviewed
P01665	ENSG00001665	reviewed
P01666	ENSG00001666	reviewed
P01667	ENSG00001667	reviewed
P01668	ENSG00001668	reviewed
P01669	ENSG00001669	reviewed
P01670	ENSG00001670	reviewed
P01671	ENSG00001671	reviewed
P01672	ENSG00001672	reviewed
P01673	ENSG00001673	reviewed
P01674	ENSG00001674	reviewed
P01675	ENSG00001675	reviewed
P01676	ENSG00001676	reviewed
P01677	ENSG00001677	reviewed
P01678	ENSG00001678	reviewed
P01679	ENSG00001679	reviewed
P01680	ENSG00001680	reviewed
P01681	ENSG00001681	reviewed
P01682	ENSG00001682	reviewed
P01683	ENSG00001683	reviewed
P01684	ENSG00001684	reviewed
P01685	ENSG00001685	reviewed
P01686	ENSG00001686	reviewed
P01687	ENSG00001687	reviewed
P01688	ENSG00001688	reviewed
P01689	ENSG00001689	reviewed
P01690	ENSG00001690	reviewed
P01691	ENSG00001691	reviewed
P01692	ENSG00001692	reviewed
P01693	ENSG00001693	reviewed
P01694	ENSG00001694	reviewed
P01695	ENSG00001695	reviewed
P01696	ENSG00001696	reviewed
P01697	ENSG00001697	reviewed
P01698	ENSG00001698	reviewed
P01699	ENSG00001699	reviewed
P01700	ENSG00001700	reviewed
P01701	ENSG00001701	reviewed
P01702	ENSG00001702	reviewed
P01703	ENSG00001703	reviewed
P01704	ENSG00001704	reviewed
P01705	ENSG00001705	reviewed
P01706	ENSG00001706	reviewed
P01707	ENSG00001707	reviewed
P01708	ENSG00001708	reviewed
P01709	ENSG00001709	reviewed
P01710	ENSG00001710	reviewed
P01711	ENSG00001711	reviewed
P01712	ENSG00001712	reviewed
P01713	ENSG00001713	reviewed
P01714	ENSG00001714	reviewed
P01715	ENSG00001715	reviewed
P01716	ENSG00001716	reviewed
P01717	ENSG00001717	reviewed
P01718	ENSG00001718	reviewed
P01719	ENSG00001719	reviewed
P01720	ENSG00001720	reviewed
P01721	ENSG00001721	reviewed
P01722	ENSG00001722	reviewed
P01723	ENSG00001723	reviewed
P01724	ENSG00001724	reviewed
P01725	ENSG00001725	reviewed
P01726	ENSG00001726	reviewed
P01727	ENSG00001727	reviewed
P01728	ENSG00001728	reviewed
P01729	ENSG00001729	reviewed
P01730	ENSG00001730	reviewed
P01731	ENSG00001731	reviewed
P01732	ENSG00001732	reviewed
P01733	ENSG00001733	reviewed
P01734	ENSG00001734	reviewed
P01735	ENSG00001735	reviewed
P01736	ENSG00001736	reviewed
P01737	ENSG00001737	reviewed
P01738	ENSG00001738	reviewed
P01739	ENSG00001739	reviewed
P01740	ENSG00001740	reviewed
P01741	ENSG00001741	reviewed
P01742	ENSG00001742	reviewed
P01743	ENSG00001743	reviewed
P01744	ENSG00001744	reviewed
P01745	ENSG00001745	reviewed
P01746	ENSG00001746	reviewed
P01747	ENSG00001747	reviewed
P01748	ENSG00001748	reviewed
P01749	ENSG00001749	reviewed
P01750	ENSG00001750	reviewed
P01751	ENSG00001751	reviewed
P01752	ENSG00001752	reviewed
P01753	ENSG00001753	reviewed
P01754	ENSG00001754	reviewed
P01755	ENSG00001755	reviewed
P01756	ENSG00001756	reviewed
P01757	ENSG00001757	reviewed
P01758	ENSG00001758	reviewed
P01759	ENSG00001759	reviewed
P01760	ENSG00001760	reviewed
P01761	ENSG00001761	reviewed
P01762	ENSG00001762	reviewed
P01763	ENSG00001763	reviewed
P01764	ENSG00001764	reviewed
P01765	ENSG00001765	reviewed
P01766	ENSG00001766	reviewed
P01767	ENSG00001767	reviewed
P01768	ENSG00001768	reviewed
P01769	ENSG00001769	reviewed
P01770	ENSG00001770	reviewed
P01771	ENSG00001771	reviewed
P01772	ENSG00001772	reviewed
P01773	ENSG00001773	reviewed
P01774	ENSG00001774	reviewed
P01775	ENSG00001775	reviewed
P01776	ENSG00001776	reviewed
P01777	ENSG00001777	reviewed
P01778	ENSG00001778	reviewed
P01779	ENSG00001779	reviewed
P01780	ENSG00001780	reviewed
P01781	ENSG00001781	reviewed
P01782	ENSG00001782	reviewed
P01783	ENSG00001783	reviewed
P01784	ENSG00001784	reviewed
P01785	ENSG00001785	reviewed
P01786	ENSG00001786	reviewed
P01787	ENSG00001787	reviewed
P01788	ENSG00001788	reviewed
P01789	ENSG00001789	reviewed
P01790	ENSG00001790	reviewed
P01791	ENSG00001791	reviewed
P01792	ENSG00001792	reviewed
P01793	ENSG00001793	reviewed
P01794	ENSG00001794	reviewed
P01795	ENSG00001795	reviewed
P01796	ENSG00001796	reviewed
P01797	ENSG00001797	reviewed
P01798	ENSG00001798	reviewed
P01799	ENSG00001799	reviewed
P01800	ENSG00001800	reviewed
P01801	ENSG00001801	reviewed
P01802	ENSG00001802	reviewed
P01803	ENSG00001803	reviewed
P01804	ENSG00001804	reviewed
P01805	ENSG00001805	reviewed
P01806	ENSG00001806	reviewed
P01807	ENSG00001807	reviewed
P01808	ENSG00001808	reviewed
P01809	ENSG00001809	reviewed
P01810	ENSG00001810	reviewed
P01811	ENSG00001811	reviewed
P01812	ENSG00001812	reviewed
P01813	ENSG00001813	reviewed
P01814	ENSG00001814	reviewed
P01815	ENSG00001815	reviewed
P01816	ENSG00001816	reviewed
P01817	ENSG00001817	reviewed
P01818	ENSG00001818	reviewed
P01819	ENSG00001819	reviewed
P01820	ENSG00001820	reviewed
P01821	ENSG00001821	reviewed
P01822	ENSG00001822	reviewed
P01823	ENSG00001823	reviewed
P01824	ENSG00001824	reviewed
P01825	ENSG00001825	reviewed
P01826	ENSG00001826	reviewed
P01827	ENSG00001827	reviewed
P01828	ENSG00001828	reviewed
P01829	ENSG00001829	reviewed
P01830	ENSG00001830	reviewed
P01831	ENSG00001831	reviewed
P01832	ENSG00001832	reviewed
P01833	ENSG00001833	reviewed
P01834	ENSG00001834	reviewed
P01835	ENSG00001835	reviewed
P01836	ENSG00001836	reviewed
P01837	ENSG00001837	reviewed
P01838	ENSG00001838	reviewed
P01839	ENSG00001839	reviewed
P01840	ENSG00001840	reviewed
P01841	ENSG00001841	reviewed
P01842	ENSG00001842	reviewed
P01843	ENSG00001843	reviewed
P01844	ENSG00001844	reviewed
P01845	ENSG00001845	reviewed
P01846	ENSG00001846	reviewed
P01847	ENSG00001847	reviewed
P01848	ENSG00001848	reviewed
P01849	ENSG00001849	reviewed
P01850	ENSG00001850	reviewed
P01851	ENSG00001851	reviewed
P01852	ENSG00001852	reviewed
P01853	ENSG00001853	reviewed
P01854	ENSG00001854	reviewed
P01855	ENSG00001855	reviewed
P01856	ENSG00001856	reviewed
P01857	ENSG00001857	reviewed
P01858	ENSG00001858	reviewed
P01859	ENSG00001859	reviewed
P01860	ENSG00001860	reviewed
P01861	ENSG00001861	reviewed
P01862	ENSG00001862	reviewed
P01863	ENSG00001863	reviewed
P01864	ENSG00001864	reviewed
P01865	ENSG00001865	reviewed
P01866	ENSG00001866	reviewed
P01867	ENSG00001867	reviewed
P01868	ENSG00001868	reviewed
P01869	ENSG00001869	reviewed
P01870	ENSG00001870	reviewed
P01871	ENSG00001871	reviewed
P01872	ENSG00001872	reviewed
P01873	ENSG00001873	reviewed
P01874	ENSG00001874	reviewed
P01875	ENSG00001875	reviewed
P01876	ENSG00001876	reviewed
P01877	ENSG00001877	reviewed
P01878	ENSG00001878	reviewed
P01879	ENSG00001879	reviewed
P01880	ENSG00001880	reviewed
P01881	ENSG00001881	reviewed
P01882	ENSG00001882	reviewed
P01883	ENSG00001883	reviewed
P01884	ENSG00001884	reviewed
P01885	ENSG00001885	reviewed
P01886	ENSG00001886	reviewed
P01887	ENSG00001887	reviewed
P01888	ENSG00001888	reviewed
P01889	ENSG00001889	reviewed
P01890	ENSG00001890	reviewed
P01891	ENSG00001891	reviewed
P01892	ENSG00001892	reviewed
P01893	ENSG00001893	reviewed
P01894	ENSG00001894	reviewed
P01895	ENSG00001895	reviewed
P01896	ENSG00001896	reviewed
P01897	ENSG00001897	reviewed
P01898	ENSG00001898	reviewed
P01899	ENSG00001899	reviewed
P01900	ENSG00001900	reviewed
P01901	ENSG00001901	reviewed
P01902	ENSG00001902	reviewed
P01903	ENSG00001903	reviewed
P01904	ENSG00001904	reviewed
P01905	ENSG00001905	reviewed
P01906	ENSG00001906	reviewed
P01907	ENSG00001907	reviewed
P01908	ENSG00001908	reviewed
P01909	ENSG00001909	reviewed
P01910	ENSG00001910	reviewed
P01911	ENSG00001911	reviewed
P01912	ENSG00001912	reviewed
P01913	ENSG00001913	reviewed
P01914	ENSG00001914	reviewed
P01915	ENSG00001915	reviewed
P01916	ENSG00001916	reviewed
P01917	ENSG00001917	reviewed
P01918	ENSG00001918	reviewed
P01919	ENSG00001919	reviewed
P01920	ENSG00001920	reviewed
P01921	ENSG00001921	reviewed
P01922	ENSG00001922	reviewed
P01923	ENSG00001923	reviewed
P01924	ENSG00001924	reviewed
P01925	ENSG00001925	reviewed
P01926	ENSG00001926	reviewed
P01927	ENSG00001927	reviewed
P01928	ENSG00001928	reviewed
P01929	ENSG00001929	reviewed
P01930	ENSG00001930	reviewed
P01931	ENSG00001931	reviewed
P01932	ENSG00001932	reviewed
P01933	ENSG00001933	reviewed
P01934	ENSG00001934	reviewed
P01935	ENSG00001935	reviewed
P01936	ENSG00001936	reviewed
P01937	ENSG00001937	reviewed
P01938	ENSG00001938	reviewed
P01939	ENSG00001939	reviewed
P01940	ENSG00001940	reviewed
P01941	ENSG00001941	reviewed
P01942	ENSG00001942	reviewed
P01943	ENSG00001943	reviewed
P01944	ENSG00001944	reviewed
P01945	ENSG00001945	reviewed
P01946	ENSG00001946	reviewed
P01947	ENSG00001947	reviewed
P01948	ENSG00001948	reviewed
P01949	ENSG00001949	reviewed
P01950	ENSG00001950	reviewed
P01951	ENSG00001951	reviewed
P01952	ENSG00001952	reviewed
P01953	ENSG00001953	reviewed
P01954	ENSG00001954	reviewed
P01955	ENSG00001955	reviewed
P01956	ENSG00001956	reviewed
P01957	ENSG00001957	reviewed
P01958	ENSG00001958	reviewed
P01959	ENSG00001959	reviewed
P01960	ENSG00001960	reviewed
P01961	ENSG00001961	reviewed
P01962	ENSG00001962	reviewed
P01963	ENSG00001963	reviewed
P01964	ENSG00001964	reviewed
P01965	ENSG00001965	reviewed
P01966	ENSG00001966	reviewed
P01967	ENSG00001967	reviewed
P01968	ENSG00001968	reviewed
P01969	ENSG00001969	reviewed
P01970	ENSG00001970	reviewed
P01971	ENSG00001971	reviewed
P01972	ENSG00001972	reviewed
P01973	ENSG00001973	reviewed
P01974	ENSG00001974	reviewed
P01975	ENSG00001975	reviewed
P01976	ENSG00001976	reviewed
P01977	ENSG00001977	reviewed
P01978	ENSG00001978	reviewed
P01979	ENSG00001979	reviewed
P01980	ENSG00001980	reviewed
P01981	ENSG00001981	reviewed
P01982	ENSG00001982	reviewed
P01983	ENSG00001983	reviewed
P01984	ENSG00001984	reviewed
P01985	ENSG00001985	reviewed
P01986	ENSG00001986	reviewed
P01987	ENSG00001987	reviewed
P01988	ENSG00001988	reviewed
P01989	ENSG00001989	reviewed
P01990	ENSG00001990	reviewed
P01991	ENSG00001991	reviewed
P01992	ENSG00001992	reviewed
P01993	ENSG00001993	reviewed
P01994	ENSG00001994	reviewed
P01995	ENSG00001995	reviewed
P01996	ENSG00001996	reviewed
P01997	ENSG00001997	reviewed
P01998	ENSG00001998	reviewed
P01999	ENSG00001999	reviewed
P02000	ENSG00002000	reviewed
P02001	ENSG00002001	reviewed
P02002	ENSG00002002	reviewed
P02003	ENSG00002003	reviewed
P02004	ENSG00002004	reviewed
P02005	ENSG00002005	reviewed
P02006	ENSG00002006	reviewed
P02007	ENSG00002007	reviewed
P02008	ENSG00002008	reviewed
P02009	ENSG00002009	reviewed
P02010	ENSG00002010	reviewed
P02011	ENSG00002011	reviewed
P02012	ENSG00002012	reviewed
P02013	ENSG00002013	reviewed
P02014	ENSG00002014	reviewed
P02015	ENSG00002015	reviewed
P02016	ENSG00002016	reviewed
P02017	ENSG00002017	reviewed
P02018	ENSG00002018	reviewed
P02019	ENSG00002019	reviewed
P02020	ENSG00002020	reviewed
P02021	ENSG00002021	reviewed
P02022	ENSG00002022	reviewed
P02023	ENSG00002023	reviewed
P02024	ENSG00002024	reviewed
P02025	ENSG00002025	reviewed
P02026	ENSG00002026	reviewed
P02027	ENSG00002027	reviewed
P02028	ENSG00002028	reviewed
P02029	ENSG00002029	reviewed
P02030	ENSG00002030	reviewed
P02031	ENSG00002031	reviewed
P02032	ENSG00002032	reviewed
P02033	ENSG00002033	reviewed
P02034	ENSG00002034	reviewed
P02035	ENSG00002035	reviewed
P02036	ENSG00002036	reviewed
P02037	ENSG00002037	reviewed
P02038	ENSG00002038	reviewed
P02039	ENSG00002039	reviewed
P02040	ENSG00002040	reviewed
P02041	ENSG00002041	reviewed
P02042	ENSG00002042	reviewed
P02043	ENSG00002043	reviewed
P02044	ENSG00002044	reviewed
P02045	ENSG00002045	reviewed
P02046	ENSG00002046	reviewed
P02047	ENSG00002047	reviewed
P02048	ENSG00002048	reviewed
P02049	ENSG00002049	reviewed
P02050	ENSG00002050	reviewed
P02051	ENSG00002051	reviewed
P02052	ENSG00002052	reviewed
P02053	ENSG00002053	reviewed
P02054	ENSG00002054	reviewed
P02055	ENSG00002055	reviewed
P02056	ENSG00002056	reviewed
P02057	ENSG00002057	reviewed
P02058	ENSG00002058	reviewed
P02059	ENSG00002059	reviewed
P02060	ENSG00002060	reviewed
P02061	ENSG00002061	reviewed
P02062	ENSG00002062	reviewed
P02063	ENSG00002063	reviewed
P02064	ENSG00002064	reviewed
P02065	ENSG00002065	reviewed
P02066	ENSG00002066	reviewed
P02067	ENSG00002067	reviewed
P02068	ENSG00002068	reviewed
P02069	ENSG00002069	reviewed
P02070	ENSG00002070	reviewed
P02071	ENSG00002071	reviewed
P02072	ENSG00002072	reviewed
P02073	ENSG00002073	reviewed
P02074	ENSG00002074	reviewed
P02075	ENSG00002075	reviewed
P02076	ENSG00002076	reviewed
P02077	ENSG00002077	reviewed
P02078	ENSG00002078	reviewed
P02079	ENSG00002079	reviewed
P02080	ENSG00002080	reviewed
P02081	ENSG00002081	reviewed
P02082	ENSG00002082	reviewed
P02083	ENSG00002083	reviewed
P02084	ENSG00002084	reviewed
P02085	ENSG00002085	reviewed
P02086	ENSG00002086	reviewed
P02087	ENSG00002087	reviewed
P02088	ENSG00002088	reviewed
P02089	ENSG00002089	reviewed
P02090	ENSG00002090	reviewed
P02091	ENSG00002091	reviewed
P02092	ENSG00002092	reviewed
P02093	ENSG00002093	reviewed
P02094	ENSG00002094	reviewed
P02095	ENSG00002095	reviewed
P02096	ENSG00002096	reviewed
P02097	ENSG00002097	reviewed
P02098	ENSG00002098	reviewed
P02099	ENSG00002099	reviewed
P02100	ENSG00002100	reviewed
P02101	ENSG00002101	reviewed
P02102	ENSG00002102	reviewed
P02103	ENSG00002103	reviewed
P02104	ENSG00002104	reviewed
P02105	ENSG00002105	reviewed
P02106	ENSG00002106	reviewed
P02107	ENSG00002107	reviewed
P02108	ENSG00002108	reviewed
P02109	ENSG00002109	reviewed
P02110	ENSG00002110	reviewed
P02111	ENSG00002111	reviewed
P02112	ENSG00002112	reviewed
P02113	ENSG00002113	reviewed
P02114	ENSG00002114	reviewed
P02115	ENSG00002115	reviewed
P02116	ENSG00002116	reviewed
P02117	ENSG00002117	reviewed
P02118	ENSG00002118	reviewed
P02119	ENSG00002119	reviewed
P02120	ENSG00002120	reviewed
P02121	ENSG00002121	reviewed
P02122	ENSG00002122	reviewed
P02123	ENSG00002123	reviewed
P02124	ENSG00002124	reviewed
P02125	ENSG00002125	reviewed
P02126	ENSG00002126	reviewed
P02127	ENSG00002127	reviewed
P02128	ENSG00002128	reviewed
P02129	ENSG00002129	reviewed
P02130	ENSG00002130	reviewed
P02131	ENSG00002131	reviewed
P02132	ENSG00002132	reviewed
P02133	ENSG00002133	reviewed
P02134	ENSG00002134	reviewed
P02135	ENSG00002135	reviewed
P02136	ENSG00002136	reviewed
P02137	ENSG00002137	reviewed
P02138	ENSG00002138	reviewed
P02139	ENSG00002139	reviewed
P02140	ENSG00002140	reviewed
P02141	ENSG00002141	reviewed
P02142	ENSG00002142	reviewed
P02143	ENSG00002143	reviewed
P02144	ENSG00002144	reviewed
P02145	ENSG00002145	reviewed
P02146	ENSG00002146	reviewed
P02147	ENSG00002147	reviewed
P02148	ENSG00002148	reviewed
P02149	ENSG00002149	reviewed
P02150	ENSG00002150	reviewed
P02151	ENSG00002151	reviewed
P02152	ENSG00002152	reviewed
P02153	ENSG00002153	reviewed
P02154	ENSG00002154	reviewed
P02155	ENSG00002155	reviewed
P02156	ENSG00002156	reviewed
P02157	ENSG00002157	reviewed
P02158	ENSG00002158	reviewed
P02159	ENSG00002159	reviewed
P02160	ENSG00002160	reviewed
P02161	ENSG00002161	reviewed
P02162	ENSG00002162	reviewed
P02163	ENSG00002163	reviewed
P02164	ENSG00002164	reviewed
P02165	ENSG00002165	reviewed
P02166	ENSG00002166	reviewed
P02167	ENSG00002167	reviewed
P02168	ENSG00002168	reviewed
P02169	ENSG00002169	reviewed
P02170	ENSG00002170	reviewed
P02171	ENSG00002171	reviewed
P02172	ENSG00002172	reviewed
P02173	ENSG00002173	reviewed
P02174	ENSG00002174	reviewed
P02175	ENSG00002175	reviewed
P02176	ENSG00002176	reviewed
P02177	ENSG00002177	reviewed
P02178	ENSG00002178	reviewed
P02179	ENSG00002179	reviewed
P02180	ENSG00002180	reviewed
P02181	ENSG00002181	reviewed
P02182	ENSG00002182	reviewed
P02183	ENSG00002183	reviewed
P02184	ENSG00002184	reviewed
P02185	ENSG00002185	reviewed
P02186	ENSG00002186	reviewed
P02187	ENSG00002187	reviewed
P02188	ENSG00002188	reviewed
P02189	ENSG00002189	reviewed
P02190	ENSG00002190	reviewed
P02191	ENSG00002191	reviewed
P02192	ENSG00002192	reviewed
P02193	ENSG00002193	reviewed
P02194	ENSG00002194	reviewed
P02195	ENSG00002195	reviewed
P02196	ENSG00002196	reviewed
P02197	ENSG00002197	reviewed
P02198	ENSG00002198	reviewed
P02199	ENSG00002199	reviewed
P02200	ENSG00002200	reviewed
P02201	ENSG00002201	reviewed
P02202	ENSG00002202	reviewed
P02203	ENSG00002203	reviewed
P02204	ENSG00002204	reviewed
P02205	ENSG00002205	reviewed
P02206	ENSG00002206	reviewed
P02207	ENSG00002207	reviewed
P02208	ENSG00002208	reviewed
P02209	ENSG00002209	reviewed
P02210	ENSG00002210	reviewed
P02211	ENSG00002211	reviewed
P02212	ENSG00002212	reviewed
P02213	ENSG00002213	reviewed
P02214	ENSG00002214	reviewed
P02215	ENSG00002215	reviewed
P02216	ENSG00002216	reviewed
P02217	ENSG00002217	reviewed
P02218	ENSG00002218	reviewed
P02219	ENSG00002219	reviewed
P02220	ENSG00002220	reviewed
P02221	ENSG00002221	reviewed
P02222	ENSG00002222	reviewed
P02223	ENSG00002223	reviewed
P02224	ENSG00002224	reviewed
P02225	ENSG00002225	reviewed
P02226	ENSG00002226	reviewed
P02227	ENSG00002227	reviewed
P02228	ENSG00002228	reviewed
P02229	ENSG00002229	reviewed
P02230	ENSG00002230	reviewed
P02231	ENSG00002231	reviewed
P02232	ENSG00002232	reviewed
P02233	ENSG00002233	reviewed
P02234	ENSG00002234	reviewed
P02235	ENSG00002235	reviewed
P02236	ENSG00002236	reviewed
P02237	ENSG00002237	reviewed
P02238	ENSG00002238	reviewed
P02239	ENSG00002239	reviewed
P02240	ENSG00002240	reviewed
P02241	ENSG00002241	reviewed
P02242	ENSG00002242	reviewed
P02243	ENSG00002243	reviewed
P02244	ENSG00002244	reviewed
P02245	ENSG00002245	reviewed
P02246	ENSG00002246	reviewed
P02247	ENSG00002247	reviewed
P02248	ENSG00002248	reviewed
P02249	ENSG00002249	reviewed
P02250	ENSG00002250	reviewed
P02251	ENSG00002251	reviewed
P02252	ENSG00002252	reviewed
P02253	ENSG00002253	reviewed
P02254	ENSG00002254	reviewed
P02255	ENSG00002255	reviewed
P02256	ENSG00002256	reviewed
P02257	ENSG00002257	reviewed
P02258	ENSG00002258	reviewed
P02259	ENSG00002259	reviewed
P02260	ENSG00002260	reviewed
P02261	ENSG00002261	reviewed
P02262	ENSG00002262	reviewed
P02263	ENSG00002263	reviewed
P02264	ENSG00002264	reviewed
P02265	ENSG00002265	reviewed
P02266	ENSG00002266	reviewed
P02267	ENSG00002267	reviewed
P02268	ENSG00002268	reviewed
P02269	ENSG00002269	reviewed
P02270	ENSG00002270	reviewed
P02271	ENSG00002271	reviewed
P02272	ENSG00002272	reviewed
P02273	ENSG00002273	reviewed
P02274	ENSG00002274	reviewed
P02275	ENSG00002275	reviewed
P02276	ENSG00002276	reviewed
P02277	ENSG00002277	reviewed
P02278	ENSG00002278	reviewed
P02279	ENSG00002279	reviewed
P02280	ENSG00002280	reviewed
P02281	ENSG00002281	reviewed
P02282	ENSG00002282	reviewed
P02283	ENSG00002283	reviewed
P02284	ENSG00002284	reviewed
P02285	ENSG00002285	reviewed
P02286	ENSG00002286	reviewed
P02287	ENSG00002287	reviewed
P02288	ENSG00002288	reviewed
P02289	ENSG00002289	reviewed
P02290	ENSG00002290	reviewed
P02291	ENSG00002291	reviewed
P02292	ENSG00002292	reviewed
P02293	ENSG00002293	reviewed
P02294	ENSG00002294	reviewed
P02295	ENSG00002295	reviewed
P02296	ENSG00002296	reviewed
P02297	ENSG00002297	reviewed
P02298	ENSG00002298	reviewed
P02299	ENSG00002299	reviewed
P02300	ENSG00002300	reviewed
P02301	ENSG00002301	reviewed
P02302	ENSG00002302	reviewed
P02303	ENSG00002303	reviewed
P02304	ENSG00002304	reviewed
P02305	ENSG00002305	reviewed
P02306	ENSG00002306	reviewed
P02307	ENSG00002307	reviewed
P02308	ENSG00002308	reviewed
P02309	ENSG00002309	reviewed
P02310	ENSG00002310	reviewed
P02311	ENSG00002311	reviewed
P02312	ENSG00002312	reviewed
P02313	ENSG00002313	reviewed
P02314	ENSG00002314	reviewed
P02315	ENSG00002315	reviewed
P02316	ENSG00002316	reviewed
P02317	ENSG00002317	reviewed
P02318	ENSG00002318	reviewed
P02319	ENSG00002319	reviewed
P02320	ENSG00002320	reviewed
P02321	ENSG00002321	reviewed
P02322	ENSG00002322	reviewed
P02323	ENSG00002323	reviewed
P02324	ENSG00002324	reviewed
P02325	ENSG00002325	reviewed
P02326	ENSG00002326	reviewed
P02327	ENSG00002327	reviewed
P02328	ENSG00002328	reviewed
P02329	ENSG00002329	reviewed
P02330	ENSG00002330	reviewed
P02331	ENSG00002331	reviewed
P02332	ENSG00002332	reviewed
P02333	ENSG00002333	reviewed
P02334	ENSG00002334	reviewed
P02335	ENSG00002335	reviewed
P02336	ENSG00002336	reviewed
P02337	ENSG00002337	reviewed
P02338	ENSG00002338	reviewed
P02339	ENSG00002339	reviewed
P02340	ENSG00002340	reviewed
P02341	ENSG00002341	reviewed
P02342	ENSG00002342	reviewed
P02343	ENSG00002343	reviewed
P02344	ENSG00002344	reviewed
P02345	ENSG00002345	reviewed
P02346	ENSG00002346	reviewed
P02347	ENSG00002347	reviewed
P02348	ENSG00002348	reviewed
P02349	ENSG00002349	reviewed
P02350	ENSG00002350	reviewed
P02351	ENSG00002351	reviewed
P02352	ENSG00002352	reviewed
P02353	ENSG00002353	reviewed
P02354	ENSG00002354	reviewed
P02355	ENSG00002355	reviewed
P02356	ENSG00002356	reviewed
P02357	ENSG00002357	reviewed
P02358	ENSG00002358	reviewed
P02359	ENSG00002359	reviewed
P02360	ENSG00002360	reviewed
P02361	ENSG00002361	reviewed
P02362	ENSG00002362	reviewed
P02363	ENSG00002363	reviewed
P02364	ENSG00002364	reviewed
P02365	ENSG00002365	reviewed
P02366	ENSG00002366	reviewed
P02367	ENSG00002367	reviewed
P02368	ENSG00002368	reviewed
P02369	ENSG00002369	reviewed
P02370	ENSG00002370	reviewed
P02371	ENSG00002371	reviewed
P02372	ENSG00002372	reviewed
P02373	ENSG00002373	reviewed
P02374	ENSG00002374	reviewed
P02375	ENSG00002375	reviewed
P02376	ENSG00002376	reviewed
P02377	ENSG00002377	reviewed
P02378	ENSG00002378	reviewed
P02379	ENSG00002379	reviewed
P02380	ENSG00002380	reviewed
P02381	ENSG00002381	reviewed
P02382	ENSG00002382	reviewed
P02383	ENSG00002383	reviewed
P02384	ENSG00002384	reviewed
P02385	ENSG00002385	reviewed
P02386	ENSG00002386	reviewed
P02387	ENSG00002387	reviewed
P02388	ENSG00002388	reviewed
P02389	ENSG00002389	reviewed
P02390	ENSG00002390	reviewed
P02391	ENSG00002391	reviewed
P02392	ENSG00002392	reviewed
P02393	ENSG00002393	reviewed
P02394	ENSG00002394	reviewed
P02395	ENSG00002395	reviewed
P02396	ENSG00002396	reviewed
P02397	ENSG00002397	reviewed
P02398	ENSG00002398	reviewed
P02399	ENSG00002399	reviewed
P02400	ENSG00002400	reviewed
P02401	ENSG00002401	reviewed
P02402	ENSG00002402	reviewed
P02403	ENSG00002403	reviewed
P02404	ENSG00002404	reviewed
P02405	ENSG00002405	reviewed
P02406	ENSG00002406	reviewed
P02407	ENSG00002407	reviewed
P02408	ENSG00002408	reviewed
P02409	ENSG00002409	reviewed
P02410	ENSG00002410	reviewed
P02411	ENSG00002411	reviewed
P02412	ENSG00002412	reviewed
P02413	ENSG00002413	reviewed
P02414	ENSG00002414	reviewed
P02415	ENSG00002415	reviewed
P02416	ENSG00002416	reviewed
P02417	ENSG00002417	reviewed
P02418	ENSG00002418	reviewed
P02419	ENSG00002419	reviewed
P02420	ENSG00002420	reviewed
P02421	ENSG00002421	reviewed
P02422	ENSG00002422	reviewed
P02423	ENSG00002423	reviewed
P02424	ENSG00002424	reviewed
P02425	ENSG00002425	reviewed
P02426	ENSG00002426	reviewed
P02427	ENSG00002427	reviewed
P02428	ENSG00002428	reviewed
P02429	ENSG00002429	reviewed
P02430	ENSG00002430	reviewed
P02431	ENSG00002431	reviewed
P02432	ENSG00002432	reviewed
P02433	ENSG00002433	reviewed
P02434	ENSG00002434	reviewed
P02435	ENSG00002435	reviewed
P02436	ENSG00002436	reviewed
P02437	ENSG00002437	reviewed
P02438	ENSG00002438	reviewed
P02439	ENSG00002439	reviewed
P02440	ENSG00002440	reviewed
P02441	ENSG00002441	reviewed
P02442	ENSG00002442	reviewed
P02443	ENSG00002443	reviewed
P02444	ENSG00002444	reviewed
P02445	ENSG00002445	reviewed
P02446	ENSG00002446	reviewed
P02447	ENSG00002447	reviewed
P02448	ENSG00002448	reviewed
P02449	ENSG00002449	reviewed
P02450	ENSG00002450	reviewed
P02451	ENSG00002451	reviewed
P02452	ENSG00002452	reviewed
P02453	ENSG00002453	reviewed
P02454	ENSG00002454	reviewed
P02455	ENSG00002455	reviewed
P02456	ENSG00002456	reviewed
P02457	ENSG00002457	reviewed
P02458	ENSG00002458	reviewed
P02459	ENSG00002459	reviewed
P02460	ENSG00002460	reviewed
P02461	ENSG00002461	reviewed
P02462	ENSG00002462	reviewed
P02463	ENSG00002463	reviewed
P02464	ENSG00002464	reviewed
P02465	ENSG00002465	reviewed
P02466	ENSG00002466	reviewed
