layer	feature	freq
rna	ENSG00000240	0
rna	ENSG00001942	0
rna	ENSG00001809	0
rna	ENSG00002418	0
rna	ENSG00003984	0
rna	ENSG00002582	0
rna	ENSG00000848	0
rna	ENSG00002523	0
rna	ENSG00003893	0
rna	ENSG00001263	0
rna	ENSG00003201	0
rna	ENSG00000211	0
rna	ENSG00001904	0
rna	ENSG00000624	0
rna	ENSG00000281	0
rna	ENSG00000122	0
rna	ENSG00000088	0
rna	ENSG00000694	0
rna	ENSG00003454	0
rna	ENSG00001355	0
rna	ENSG00001811	0
rna	ENSG00002600	0
rna	ENSG00001248	0
rna	ENSG00001640	0
rna	ENSG00000229	0
rna	ENSG00002615	0
rna	ENSG00002372	0
rna	ENSG00000498	0
rna	ENSG00003937	0
rna	ENSG00002855	0
rna	ENSG00001082	0
rna	ENSG00002044	0
rna	ENSG00001984	0
rna	ENSG00003634	0
rna	ENSG00001149	0
rna	ENSG00001635	0
rna	ENSG00002660	0
rna	ENSG00002620	0
rna	ENSG00002511	0
rna	ENSG00000190	0
rna	ENSG00000480	0
rna	ENSG00003566	0
rna	ENSG00001990	0
rna	ENSG00000019	0
rna	ENSG00002633	0
rna	ENSG00002048	0
rna	ENSG00003818	0
rna	ENSG00002154	0
rna	ENSG00003207	0
rna	ENSG00001672	0
rna	ENSG00002233	0
rna	ENSG00001915	0
rna	ENSG00001563	0
rna	ENSG00000860	0
rna	ENSG00002630	0
rna	ENSG00002424	0
rna	ENSG00003139	0
rna	ENSG00002666	0
rna	ENSG00002819	0
rna	ENSG00001249	0
rna	ENSG00001630	0
rna	ENSG00003194	0
rna	ENSG00003658	0
rna	ENSG00000703	0
rna	ENSG00001471	0
rna	ENSG00002784	0
rna	ENSG00003024	0
rna	ENSG00001754	0
rna	ENSG00001478	0
rna	ENSG00000311	0
rna	ENSG00000655	0
rna	ENSG00002524	0
rna	ENSG00003901	0
rna	ENSG00003876	0
rna	ENSG00002636	0
rna	ENSG00000033	0
rna	ENSG00002380	0
rna	ENSG00002504	0
rna	ENSG00003426	0
rna	ENSG00000548	0
rna	ENSG00002269	0
rna	ENSG00002686	0
rna	ENSG00002164	0
rna	ENSG00001703	0
rna	ENSG00003221	0
rna	ENSG00003939	0
rna	ENSG00002878	0
rna	ENSG00003165	0
rna	ENSG00002485	0
rna	ENSG00000444	0
rna	ENSG00002602	0
rna	ENSG00000035	0
rna	ENSG00000832	0
rna	ENSG00001855	0
rna	ENSG00000963	0
rna	ENSG00001875	0
rna	ENSG00001198	0
rna	ENSG00000843	0
rna	ENSG00002927	0
rna	ENSG00003453	0
rna	ENSG00001708	0
rna	ENSG00000797	0
rna	ENSG00000378	0
rna	ENSG00001826	0
rna	ENSG00000764	0
rna	ENSG00001280	0
rna	ENSG00000770	0
rna	ENSG00000149	0
rna	ENSG00000850	0
rna	ENSG00000788	0
rna	ENSG00002428	0
rna	ENSG00001755	0
rna	ENSG00000553	0
rna	ENSG00003075	0
rna	ENSG00002656	0
rna	ENSG00003926	0
rna	ENSG00000264	0
rna	ENSG00003630	0
rna	ENSG00001387	0
rna	ENSG00000331	0
rna	ENSG00003253	0
rna	ENSG00003421	0
rna	ENSG00002561	0
rna	ENSG00000747	0
rna	ENSG00001069	0
rna	ENSG00000877	0
rna	ENSG00003160	0
rna	ENSG00001106	0
rna	ENSG00003247	0
rna	ENSG00003171	0
rna	ENSG00003753	0
rna	ENSG00003794	0
rna	ENSG00003661	0
rna	ENSG00002693	0
rna	ENSG00002084	0
rna	ENSG00002284	0
rna	ENSG00003368	0
rna	ENSG00000414	0
rna	ENSG00003888	0
rna	ENSG00003088	0
rna	ENSG00000837	0
rna	ENSG00001749	0
rna	ENSG00003395	0
rna	ENSG00003058	0
rna	ENSG00003966	0
rna	ENSG00003957	0
rna	ENSG00003779	0
rna	ENSG00003695	0
rna	ENSG00001012	0
rna	ENSG00003410	0
rna	ENSG00002421	0
rna	ENSG00003401	0
rna	ENSG00002140	0
rna	ENSG00002131	0
rna	ENSG00003511	0
rna	ENSG00001802	0
rna	ENSG00001666	0
rna	ENSG00002201	0
rna	ENSG00000245	0
rna	ENSG00002489	0
rna	ENSG00003027	0
rna	ENSG00001734	0
rna	ENSG00003497	0
rna	ENSG00001632	0
rna	ENSG00000336	0
rna	ENSG00001000	0
rna	ENSG00000657	0
rna	ENSG00000138	0
rna	ENSG00001062	0
rna	ENSG00002047	0
rna	ENSG00003505	0
rna	ENSG00000591	0
rna	ENSG00002828	0
rna	ENSG00001695	0
rna	ENSG00003631	0
rna	ENSG00001164	0
rna	ENSG00000595	0
rna	ENSG00002333	0
rna	ENSG00000408	0
rna	ENSG00002196	0
rna	ENSG00001812	0
rna	ENSG00003182	0
rna	ENSG00003199	0
rna	ENSG00003922	0
rna	ENSG00000688	0
rna	ENSG00003683	0
rna	ENSG00001003	0
rna	ENSG00000459	0
rna	ENSG00003592	0
rna	ENSG00003441	0
rna	ENSG00003700	0
rna	ENSG00002703	0
rna	ENSG00002461	0
rna	ENSG00001395	0
rna	ENSG00003610	0
rna	ENSG00003578	0
rna	ENSG00002906	0
rna	ENSG00002917	0
rna	ENSG00002601	0
rna	ENSG00000823	0
rna	ENSG00001465	0
rna	ENSG00001603	0
rna	ENSG00001663	0
rna	ENSG00003183	0
rna	ENSG00001970	0
rna	ENSG00002187	0
rna	ENSG00003884	0
rna	ENSG00002185	0
rna	ENSG00002409	0
rna	ENSG00000879	0
rna	ENSG00002797	0
rna	ENSG00000666	0
rna	ENSG00000607	0
rna	ENSG00001492	0
rna	ENSG00000731	0
rna	ENSG00003164	0
rna	ENSG00000814	0
rna	ENSG00002807	0
rna	ENSG00000134	0
rna	ENSG00002597	0
rna	ENSG00001097	0
rna	ENSG00000216	0
rna	ENSG00003304	0
rna	ENSG00001684	0
rna	ENSG00000889	0
rna	ENSG00001598	0
rna	ENSG00003705	0
rna	ENSG00001414	0
rna	ENSG00003832	0
rna	ENSG00002687	0
rna	ENSG00000339	0
rna	ENSG00001995	0
rna	ENSG00003463	0
rna	ENSG00001913	0
rna	ENSG00002659	0
rna	ENSG00001569	0
rna	ENSG00000781	0
rna	ENSG00003175	0
rna	ENSG00003583	0
rna	ENSG00003855	0
rna	ENSG00002377	0
rna	ENSG00001493	0
rna	ENSG00001523	0
rna	ENSG00002535	0
rna	ENSG00000266	0
rna	ENSG00002817	0
rna	ENSG00000632	0
rna	ENSG00000833	0
rna	ENSG00003040	0
rna	ENSG00000849	0
rna	ENSG00001717	0
rna	ENSG00001005	0
rna	ENSG00001835	0
rna	ENSG00001704	0
rna	ENSG00001851	0
rna	ENSG00000496	0
rna	ENSG00002096	0
rna	ENSG00003572	0
rna	ENSG00002247	0
rna	ENSG00000421	0
rna	ENSG00002183	0
rna	ENSG00000457	0
rna	ENSG00003301	0
rna	ENSG00001972	0
rna	ENSG00001796	0
rna	ENSG00003412	0
rna	ENSG00000120	0
rna	ENSG00001078	0
rna	ENSG00002805	0
rna	ENSG00002537	0
rna	ENSG00002500	0
rna	ENSG00001233	0
rna	ENSG00003418	0
rna	ENSG00002851	0
rna	ENSG00000368	0
rna	ENSG00003168	0
rna	ENSG00001624	0
rna	ENSG00002809	0
rna	ENSG00002639	0
rna	ENSG00001200	0
rna	ENSG00001367	0
rna	ENSG00003384	0
rna	ENSG00000737	0
rna	ENSG00003982	0
rna	ENSG00000192	0
rna	ENSG00003494	0
rna	ENSG00000763	0
rna	ENSG00000221	0
rna	ENSG00003121	0
rna	ENSG00003224	0
rna	ENSG00003627	0
rna	ENSG00003457	0
rna	ENSG00002614	0
rna	ENSG00003210	0
rna	ENSG00002110	0
rna	ENSG00001059	0
rna	ENSG00000628	0
rna	ENSG00001432	0
rna	ENSG00000739	0
rna	ENSG00000540	0
rna	ENSG00002548	0
rna	ENSG00002199	0
rna	ENSG00000971	0
rna	ENSG00000380	0
rna	ENSG00000096	0
rna	ENSG00003491	0
rna	ENSG00003556	0
rna	ENSG00003295	0
rna	ENSG00003320	0
rna	ENSG00001357	0
rna	ENSG00002370	0
rna	ENSG00000360	0
rna	ENSG00000949	0
rna	ENSG00002073	0
rna	ENSG00003316	0
rna	ENSG00003527	0
rna	ENSG00003372	0
rna	ENSG00001791	0
rna	ENSG00001983	0
rna	ENSG00002559	0
rna	ENSG00003872	0
rna	ENSG00003976	0
rna	ENSG00001151	0
rna	ENSG00003095	0
rna	ENSG00001450	0
rna	ENSG00002958	0
rna	ENSG00001317	0
rna	ENSG00000437	0
rna	ENSG00003099	0
rna	ENSG00000900	0
rna	ENSG00002638	0
rna	ENSG00002544	0
rna	ENSG00000078	0
rna	ENSG00002757	0
rna	ENSG00000748	0
rna	ENSG00000431	0
rna	ENSG00002777	0
rna	ENSG00003379	0
rna	ENSG00002097	0
rna	ENSG00000643	0
rna	ENSG00001601	0
rna	ENSG00003805	0
rna	ENSG00002735	0
rna	ENSG00003712	0
rna	ENSG00001701	0
rna	ENSG00001236	0
rna	ENSG00001866	0
rna	ENSG00001975	0
rna	ENSG00002998	0
rna	ENSG00000944	0
rna	ENSG00002258	0
rna	ENSG00003741	0
rna	ENSG00002190	0
rna	ENSG00002013	0
rna	ENSG00003860	0
rna	ENSG00000762	0
rna	ENSG00003531	0
rna	ENSG00000263	0
rna	ENSG00000188	0
rna	ENSG00002550	0
rna	ENSG00003335	0
rna	ENSG00003776	0
rna	ENSG00003046	0
rna	ENSG00003225	0
rna	ENSG00003975	0
rna	ENSG00003321	0
rna	ENSG00000855	0
rna	ENSG00003549	0
rna	ENSG00001002	0
rna	ENSG00003513	0
rna	ENSG00002074	0
rna	ENSG00002180	0
rna	ENSG00001564	0
rna	ENSG00002771	0
rna	ENSG00002305	0
rna	ENSG00002149	0
rna	ENSG00003913	0
rna	ENSG00000571	0
rna	ENSG00002781	0
rna	ENSG00003280	0
rna	ENSG00003190	0
rna	ENSG00000433	0
rna	ENSG00000543	0
rna	ENSG00003536	0
rna	ENSG00001345	0
rna	ENSG00002129	0
rna	ENSG00001073	0
rna	ENSG00003507	0
rna	ENSG00000506	0
rna	ENSG00000799	0
rna	ENSG00001128	0
rna	ENSG00002215	0
rna	ENSG00000066	0
rna	ENSG00000210	0
rna	ENSG00000488	0
rna	ENSG00000864	0
rna	ENSG00000328	0
rna	ENSG00002455	0
rna	ENSG00000706	0
rna	ENSG00003021	0
rna	ENSG00000800	0
rna	ENSG00001100	0
rna	ENSG00002004	0
rna	ENSG00003108	0
rna	ENSG00003087	0
rna	ENSG00002063	0
rna	ENSG00002534	0
rna	ENSG00003679	0
rna	ENSG00003313	0
rna	ENSG00001617	0
rna	ENSG00003113	0
rna	ENSG00003859	0
rna	ENSG00001341	0
rna	ENSG00003814	0
rna	ENSG00001131	0
rna	ENSG00000868	0
rna	ENSG00003360	0
rna	ENSG00001731	0
rna	ENSG00000614	0
rna	ENSG00000235	0
rna	ENSG00003961	0
rna	ENSG00001815	0
rna	ENSG00001243	0
rna	ENSG00002219	0
rna	ENSG00002903	0
rna	ENSG00003950	0
rna	ENSG00003529	0
rna	ENSG00003558	0
rna	ENSG00002336	0
rna	ENSG00002857	0
rna	ENSG00000619	0
rna	ENSG00003205	0
rna	ENSG00001021	0
rna	ENSG00002133	0
rna	ENSG00003799	0
rna	ENSG00003144	0
rna	ENSG00000234	0
rna	ENSG00003508	0
rna	ENSG00001227	0
rna	ENSG00001295	0
rna	ENSG00001291	0
rna	ENSG00001831	0
rna	ENSG00000089	0
rna	ENSG00002082	0
rna	ENSG00001191	0
rna	ENSG00003704	0
rna	ENSG00002022	0
rna	ENSG00000340	0
rna	ENSG00000243	0
rna	ENSG00000917	0
rna	ENSG00003940	0
rna	ENSG00001132	0
rna	ENSG00001890	0
rna	ENSG00001934	0
rna	ENSG00003303	0
rna	ENSG00002589	0
rna	ENSG00000265	0
rna	ENSG00002279	0
rna	ENSG00000569	0
rna	ENSG00002691	0
rna	ENSG00000161	0
rna	ENSG00000711	0
rna	ENSG00001996	0
rna	ENSG00002453	0
rna	ENSG00001067	0
rna	ENSG00002072	0
rna	ENSG00003790	0
rna	ENSG00001217	0
rna	ENSG00002032	0
rna	ENSG00003780	0
rna	ENSG00001306	0
rna	ENSG00001883	0
rna	ENSG00003944	0
rna	ENSG00001808	0
rna	ENSG00003953	0
rna	ENSG00003707	0
rna	ENSG00002822	0
rna	ENSG00000137	0
rna	ENSG00000232	0
rna	ENSG00000977	0
rna	ENSG00003011	0
rna	ENSG00000217	0
rna	ENSG00002886	0
rna	ENSG00000128	0
rna	ENSG00002808	0
rna	ENSG00001636	0
rna	ENSG00003369	0
rna	ENSG00002364	0
rna	ENSG00000415	0
rna	ENSG00003339	0
rna	ENSG00002956	0
rna	ENSG00000606	0
rna	ENSG00000979	0
rna	ENSG00001323	0
rna	ENSG00002565	0
rna	ENSG00001921	0
rna	ENSG00000060	0
rna	ENSG00002657	0
rna	ENSG00002224	0
rna	ENSG00002244	0
rna	ENSG00003310	0
rna	ENSG00002672	0
rna	ENSG00003914	0
rna	ENSG00002347	0
rna	ENSG00000392	0
rna	ENSG00001386	0
rna	ENSG00000733	0
rna	ENSG00002147	0
rna	ENSG00000913	0
rna	ENSG00001648	0
rna	ENSG00002458	0
rna	ENSG00003432	0
rna	ENSG00000099	0
rna	ENSG00002432	0
rna	ENSG00000573	0
rna	ENSG00003516	0
rna	ENSG00001041	0
rna	ENSG00000867	0
rna	ENSG00001246	0
rna	ENSG00001216	0
rna	ENSG00003403	0
rna	ENSG00003338	0
rna	ENSG00000041	0
rna	ENSG00002071	0
rna	ENSG00003954	0
rna	ENSG00000319	0
rna	ENSG00000978	0
rna	ENSG00002221	0
rna	ENSG00000013	0
rna	ENSG00001699	0
rna	ENSG00002654	0
rna	ENSG00001362	0
rna	ENSG00001895	0
rna	ENSG00002499	0
rna	ENSG00003720	0
rna	ENSG00001606	0
rna	ENSG00003185	0
rna	ENSG00002394	0
rna	ENSG00003365	0
rna	ENSG00001444	0
rna	ENSG00002774	0
rna	ENSG00003187	0
rna	ENSG00003585	0
rna	ENSG00000164	0
rna	ENSG00003956	0
rna	ENSG00001882	0
rna	ENSG00001631	0
rna	ENSG00001487	0
rna	ENSG00000280	0
rna	ENSG00002414	0
rna	ENSG00000406	0
rna	ENSG00002475	0
rna	ENSG00001365	0
rna	ENSG00003232	0
rna	ENSG00001137	0
rna	ENSG00002580	0
rna	ENSG00002529	0
rna	ENSG00002869	0
rna	ENSG00001952	0
rna	ENSG00001035	0
rna	ENSG00002621	0
rna	ENSG00000278	0
rna	ENSG00003811	0
rna	ENSG00000942	0
rna	ENSG00000451	0
rna	ENSG00001647	0
rna	ENSG00001228	0
rna	ENSG00000484	0
rna	ENSG00000107	0
rna	ENSG00001437	0
rna	ENSG00003490	0
rna	ENSG00003107	0
rna	ENSG00003606	0
rna	ENSG00002007	0
rna	ENSG00001276	0
rna	ENSG00001679	0
rna	ENSG00000734	0
rna	ENSG00002677	0
rna	ENSG00003646	0
rna	ENSG00002788	0
rna	ENSG00000286	0
rna	ENSG00002821	0
rna	ENSG00000525	0
rna	ENSG00001935	0
rna	ENSG00001110	0
rna	ENSG00000175	0
rna	ENSG00002137	0
rna	ENSG00001745	0
rna	ENSG00002785	0
rna	ENSG00002526	0
rna	ENSG00001777	0
rna	ENSG00002991	0
rna	ENSG00002566	0
rna	ENSG00001058	0
rna	ENSG00001762	0
rna	ENSG00001029	0
rna	ENSG00001807	0
rna	ENSG00002135	0
rna	ENSG00001859	0
rna	ENSG00000083	0
rna	ENSG00003643	0
rna	ENSG00000185	0
rna	ENSG00001810	0
rna	ENSG00001232	0
rna	ENSG00000718	0
rna	ENSG00000309	0
rna	ENSG00001239	0
rna	ENSG00003234	0
rna	ENSG00000640	0
rna	ENSG00000509	0
rna	ENSG00001032	0
rna	ENSG00001584	0
rna	ENSG00001475	0
rna	ENSG00002077	0
rna	ENSG00001683	0
rna	ENSG00000862	0
rna	ENSG00003665	0
rna	ENSG00000567	0
rna	ENSG00002123	0
rna	ENSG00000546	0
rna	ENSG00001121	0
rna	ENSG00002820	0
rna	ENSG00001479	0
rna	ENSG00001574	0
rna	ENSG00003963	0
rna	ENSG00002682	0
rna	ENSG00001582	0
rna	ENSG00000981	0
rna	ENSG00002980	0
rna	ENSG00003820	0
rna	ENSG00000846	0
rna	ENSG00003042	0
rna	ENSG00000453	0
rna	ENSG00001448	0
rna	ENSG00003738	0
rna	ENSG00001898	0
rna	ENSG00002408	0
rna	ENSG00003228	0
rna	ENSG00002008	0
rna	ENSG00001305	0
rna	ENSG00003915	0
rna	ENSG00003786	0
rna	ENSG00003791	0
rna	ENSG00001830	0
rna	ENSG00001150	0
rna	ENSG00001462	0
rna	ENSG00000419	0
rna	ENSG00000012	0
rna	ENSG00001336	0
rna	ENSG00002410	0
rna	ENSG00003467	0
rna	ENSG00000388	0
rna	ENSG00002679	0
rna	ENSG00001949	0
rna	ENSG00002848	0
rna	ENSG00000416	0
rna	ENSG00000117	0
rna	ENSG00003014	0
rna	ENSG00001202	0
rna	ENSG00002443	0
rna	ENSG00003090	0
rna	ENSG00002334	0
rna	ENSG00000054	0
rna	ENSG00002177	0
rna	ENSG00001958	0
rna	ENSG00002165	0
rna	ENSG00002730	0
rna	ENSG00003352	0
rna	ENSG00002536	0
rna	ENSG00001768	0
rna	ENSG00003812	0
rna	ENSG00001964	0
rna	ENSG00002356	0
rna	ENSG00003829	0
rna	ENSG00001991	0
rna	ENSG00002946	0
rna	ENSG00002650	0
rna	ENSG00001293	0
rna	ENSG00002957	0
rna	ENSG00002403	0
rna	ENSG00000783	0
rna	ENSG00001758	0
rna	ENSG00000720	0
rna	ENSG00003723	0
rna	ENSG00000345	0
rna	ENSG00002948	0
rna	ENSG00002216	0
rna	ENSG00002010	0
rna	ENSG00002926	0
rna	ENSG00000722	0
rna	ENSG00003882	0
rna	ENSG00000231	0
rna	ENSG00003476	0
rna	ENSG00000654	0
rna	ENSG00001360	0
rna	ENSG00002292	0
rna	ENSG00003979	0
rna	ENSG00003345	0
rna	ENSG00001037	0
rna	ENSG00002509	0
rna	ENSG00000547	0
rna	ENSG00002390	0
rna	ENSG00003152	0
rna	ENSG00001525	0
rna	ENSG00003249	0
rna	ENSG00000677	0
rna	ENSG00001104	0
rna	ENSG00001657	0
rna	ENSG00000183	0
rna	ENSG00001190	0
rna	ENSG00000405	0
rna	ENSG00002743	0
rna	ENSG00003461	0
rna	ENSG00003265	0
rna	ENSG00001926	0
rna	ENSG00002985	0
rna	ENSG00001892	0
rna	ENSG00002246	0
rna	ENSG00002634	0
rna	ENSG00003226	0
rna	ENSG00003022	0
rna	ENSG00000409	0
rna	ENSG00000600	0
rna	ENSG00001441	0
rna	ENSG00000787	0
rna	ENSG00003889	0
rna	ENSG00002861	0
rna	ENSG00000155	0
rna	ENSG00002141	0
rna	ENSG00000394	0
rna	ENSG00001279	0
rna	ENSG00003518	0
rna	ENSG00003664	0
rna	ENSG00001643	0
rna	ENSG00002234	0
rna	ENSG00000427	0
rna	ENSG00003472	0
rna	ENSG00002967	0
rna	ENSG00001016	0
rna	ENSG00000892	0
rna	ENSG00001262	0
rna	ENSG00000294	0
rna	ENSG00002231	0
rna	ENSG00002357	0
rna	ENSG00001383	0
rna	ENSG00000828	0
rna	ENSG00001103	0
rna	ENSG00000215	0
rna	ENSG00001480	0
rna	ENSG00003381	0
rna	ENSG00001166	0
rna	ENSG00000369	0
rna	ENSG00003427	0
rna	ENSG00002384	0
rna	ENSG00003009	0
rna	ENSG00003731	0
rna	ENSG00001427	0
rna	ENSG00001893	0
rna	ENSG00003967	0
rna	ENSG00000927	0
rna	ENSG00003141	0
rna	ENSG00000679	0
rna	ENSG00001783	0
rna	ENSG00000510	0
rna	ENSG00000036	0
rna	ENSG00001230	0
rna	ENSG00001612	0
rna	ENSG00000552	0
rna	ENSG00003551	0
rna	ENSG00000934	0
rna	ENSG00000746	0
rna	ENSG00002061	0
rna	ENSG00001660	0
rna	ENSG00002452	0
rna	ENSG00003909	0
rna	ENSG00001743	0
rna	ENSG00003211	0
rna	ENSG00002125	0
rna	ENSG00003318	0
rna	ENSG00000436	0
rna	ENSG00002119	0
rna	ENSG00003716	0
rna	ENSG00001006	0
rna	ENSG00003641	0
rna	ENSG00001054	0
rna	ENSG00002036	0
rna	ENSG00000923	0
rna	ENSG00003523	0
rna	ENSG00000273	0
rna	ENSG00002955	0
rna	ENSG00001700	0
rna	ENSG00002564	0
rna	ENSG00000856	0
rna	ENSG00002646	0
rna	ENSG00003312	0
rna	ENSG00000683	0
rna	ENSG00001742	0
rna	ENSG00003684	0
rna	ENSG00003306	0
rna	ENSG00003833	0
rna	ENSG00002373	0
rna	ENSG00002107	0
rna	ENSG00000129	0
rna	ENSG00003784	0
rna	ENSG00000992	0
rna	ENSG00002751	0
rna	ENSG00001199	0
rna	ENSG00002798	0
rna	ENSG00000068	0
rna	ENSG00001534	0
rna	ENSG00003116	0
rna	ENSG00001803	0
rna	ENSG00002447	0
rna	ENSG00003905	0
rna	ENSG00002695	0
rna	ENSG00002988	0
rna	ENSG00000057	0
rna	ENSG00000420	0
rna	ENSG00000425	0
rna	ENSG00000754	0
rna	ENSG00000050	0
rna	ENSG00003502	0
rna	ENSG00002862	0
rna	ENSG00003640	0
rna	ENSG00001744	0
rna	ENSG00002083	0
rna	ENSG00002060	0
rna	ENSG00002321	0
rna	ENSG00001784	0
rna	ENSG00002841	0
rna	ENSG00001819	0
rna	ENSG00003010	0
rna	ENSG00000564	0
rna	ENSG00001274	0
rna	ENSG00003198	0
rna	ENSG00002629	0
rna	ENSG00003084	0
rna	ENSG00000289	0
rna	ENSG00000053	0
rna	ENSG00003067	0
rna	ENSG00002722	0
rna	ENSG00001474	0
rna	ENSG00002331	0
rna	ENSG00000960	0
rna	ENSG00001004	0
rna	ENSG00002576	0
rna	ENSG00003623	0
rna	ENSG00003337	0
rna	ENSG00001987	0
rna	ENSG00002939	0
rna	ENSG00001340	0
rna	ENSG00003093	0
rna	ENSG00002775	0
rna	ENSG00000751	0
rna	ENSG00002520	0
rna	ENSG00003521	0
rna	ENSG00002871	0
rna	ENSG00001327	0
rna	ENSG00001325	0
rna	ENSG00003763	0
rna	ENSG00000541	0
rna	ENSG00003826	0
rna	ENSG00001314	0
rna	ENSG00001747	0
rna	ENSG00001748	0
rna	ENSG00001173	0
rna	ENSG00002242	0
rna	ENSG00001273	0
rna	ENSG00003699	0
rna	ENSG00000399	0
rna	ENSG00003231	0
rna	ENSG00001112	0
rna	ENSG00002961	0
rna	ENSG00001096	0
rna	ENSG00001379	0
rna	ENSG00001943	0
rna	ENSG00001501	0
rna	ENSG00001906	0
rna	ENSG00002382	0
rna	ENSG00001885	0
rna	ENSG00001283	0
rna	ENSG00001162	0
rna	ENSG00000882	0
rna	ENSG00002845	0
rna	ENSG00000523	0
rna	ENSG00000486	0
rna	ENSG00001922	0
rna	ENSG00000511	0
rna	ENSG00003650	0
rna	ENSG00003279	0
rna	ENSG00001225	0
rna	ENSG00003693	0
rna	ENSG00002830	0
rna	ENSG00002401	0
rna	ENSG00003319	0
rna	ENSG00000258	0
rna	ENSG00001924	0
rna	ENSG00000170	0
rna	ENSG00003962	0
rna	ENSG00002501	0
rna	ENSG00002416	0
rna	ENSG00000110	0
rna	ENSG00001510	0
rna	ENSG00001044	0
rna	ENSG00002314	0
rna	ENSG00000197	0
rna	ENSG00000058	0
rna	ENSG00001499	0
rna	ENSG00001610	0
rna	ENSG00000045	0
rna	ENSG00002945	0
rna	ENSG00002302	0
rna	ENSG00000168	0
rna	ENSG00001646	0
rna	ENSG00000869	0
rna	ENSG00003308	0
rna	ENSG00000815	0
rna	ENSG00000881	0
rna	ENSG00003406	0
rna	ENSG00000952	0
rna	ENSG00003748	0
rna	ENSG00002729	0
rna	ENSG00002194	0
rna	ENSG00000566	0
rna	ENSG00002584	0
rna	ENSG00002156	0
rna	ENSG00002100	0
rna	ENSG00002779	0
rna	ENSG00002574	0
rna	ENSG00003701	0
rna	ENSG00001452	0
rna	ENSG00003371	0
rna	ENSG00003637	0
rna	ENSG00003542	0
rna	ENSG00001735	0
rna	ENSG00002867	0
rna	ENSG00002662	0
rna	ENSG00001633	0
rna	ENSG00001299	0
rna	ENSG00001780	0
rna	ENSG00003385	0
rna	ENSG00000143	0
protein	PG01383	0
protein	PG01066b	0
protein	PGSHARED0009	0
protein	PG01422	0
protein	PG00706	0
protein	PG01430	0
protein	PG00479	0
protein	PG01286b	0
protein	PG01784	0
protein	PG01433	0
protein	PG01428	0
protein	PG01349	0
protein	PG00033	0
protein	PG00103	0
protein	PG00759b	0
protein	PG01192	0
protein	PG00474	0
protein	PG00496	0
protein	PG00264	0
protein	PG01523	0
protein	PG00833	0
protein	PG01795	0
protein	PG00964	0
protein	PG00238	0
protein	PG00518	0
protein	PG00366	0
protein	PG00072	0
protein	PG01094	0
protein	PG00230	0
protein	PG01702	0
protein	PG01500	0
protein	PG00349	0
protein	PG00792	0
protein	PG01728	0
protein	PG01011b	0
protein	PG00710	0
protein	PG01685	0
protein	PG01765	0
protein	PG00378	0
protein	PGSHARED0006	0
protein	PG01089	0
protein	PG00237	0
protein	PG01075	0
protein	PG01272	0
protein	PG00484	0
protein	PG01108b	0
protein	PG00504	0
protein	PG00088	0
protein	PG01504	0
protein	PG00619	0
protein	PG00701	0
protein	PG00490	0
protein	PG00865	0
protein	PG01040	0
protein	PG01132	0
protein	PG00044	0
protein	PG00048	0
protein	PG01358b	0
protein	PG00730	0
protein	PG00211	0
protein	PG00240	0
protein	PG01006b	0
protein	PG00324	0
protein	PG00362	0
protein	PG01193	0
protein	PG01384	0
protein	PG00269	0
protein	PG00915	0
protein	PG01013	0
protein	PG00853	0
protein	PG00740	0
protein	PG01828	0
protein	PG01397	0
protein	PG00976	0
protein	PG01522	0
protein	PG01112	0
protein	PG00115	0
protein	PG01466	0
protein	PG01794	0
protein	PG00022	0
protein	PG00236	0
protein	PG00726	0
protein	PG00821	0
protein	PG01366	0
protein	PG01605	0
protein	PG00812	0
protein	PG00766	0
protein	PG01244	0
protein	PG00957	0
protein	PG00849	0
protein	PG00687	0
protein	PG01573	0
protein	PG01547	0
protein	PG00035	0
protein	PG01462	0
protein	PG00173	0
protein	PG01291	0
protein	PG00554	0
protein	PG00660	0
protein	PG01300	0
protein	PG00545	0
protein	PG00181	0
protein	PG00539	0
protein	PG00059	0
protein	PG00961	0
protein	PG00463	0
protein	PG01004	0
protein	PG00836	0
protein	PG00117	0
protein	PG01411	0
protein	PG00948	0
protein	PG00751	0
protein	PG00285	0
protein	PG00308	0
protein	PG00670	0
protein	PG01008	0
protein	PG00475	0
protein	PG01653	0
protein	PG00235	0
protein	PG01053	0
protein	PG01697	0
protein	PG01191	0
protein	PG01701	0
protein	PG01385b	0
protein	PG01750	0
protein	PG00749b	0
protein	PG01442	0
protein	PG00054	0
protein	PG00922	0
protein	PG00377	0
protein	PG01046b	0
protein	PG00129	0
protein	PG00975	0
protein	PG00124	0
protein	PG00391	0
protein	PG00166	0
protein	PG00126	0
protein	PG00605	0
protein	PG00535	0
protein	PG00629	0
protein	PG01596	0
protein	PG00720	0
protein	PG01294	0
protein	PG00674	0
protein	PG00813	0
protein	PG01084	0
protein	PG00764	0
protein	PG01281	0
protein	PG01006	0
protein	PG00327	0
protein	PG00156	0
protein	PG01551	0
protein	PG01818	0
protein	PG01247	0
protein	PG00091	0
protein	PG01514	0
protein	PG00593	0
protein	PG00440	0
protein	PG01186	0
protein	PG00267	0
protein	PG01330	0
protein	PG00931	0
protein	PG01694	0
protein	PG01024	0
protein	PG00653	0
protein	PG01578	0
protein	PGSHARED0073	0
protein	PG00342	0
protein	PG00202	0
protein	PG00385	0
protein	PG01646	0
protein	PG01730	0
