gene_id	archetype	rna_responds	prot_responds	regulated	amplitude_a	t_half_M0_h	t_half_M1_h	identifiable	lrt	lrt_p	lrt_fdr	gof_M0_p	rna_any_fdr	prot_any_fdr	lfc_rna_t0	lfc_rna_t6	lfc_rna_t24	lfc_rna_t48	lfc_prot_t0	lfc_prot_t6	lfc_prot_t24	lfc_prot_t48	pred_prot_t0	pred_prot_t6	pred_prot_t24	pred_prot_t48
ENSG00001994	unchanged	FALSE	FALSE	FALSE	-2.078	288	288	FALSE	0.156	0.692913483817567	0.85381898619221	0.888157523171298	0.126579799678707	0.988329454064961	0	-0.03	-0.654	0.049	0	0.065	0.015	0.061	0	0	-0.013	-0.027
ENSG00001998	kinetics_limited	TRUE	TRUE	FALSE	-0.043	288	0.5	FALSE	2.952	0.0857842125582768	0.247656720929738	6.66031069676609e-05	2.07280177972734e-86	0.0188667852111814	0	1.399	2.605	2.514	0	-1.077	0.257	0.023	0	0.014	0.192	0.495
ENSG00002000	concordant	TRUE	FALSE	FALSE	3.932	13.54	49.05	TRUE	0.839	0.359780060192028	0.623131678612793	0.278254120860281	0.025889988688696	0.422319179301304	0	-0.563	-0.062	-0.143	0	0.242	-0.449	-0.284	0	-0.07	-0.186	-0.132
ENSG00002006	concordant	TRUE	TRUE	FALSE	0.725	15.9	8.35	TRUE	0.658	0.417097330667734	0.679592429977806	0.706802408921969	9.0799139264295e-67	0.00594034486284192	0	-2.62	-2.264	-1.677	0	-0.204	-1.207	-1.325	0	-0.197	-1	-1.522
ENSG00002007	unchanged	FALSE	FALSE	FALSE	-1.058	288	10.64	FALSE	1.778	0.182334770617563	0.415701209259708	0.388965713972279	0.346399786177909	0.971833173128461	0	0.521	0.178	0.119	0	-0.039	-0.321	-0.136	0	0.004	0.021	0.028
ENSG00002009	kinetics_limited	TRUE	FALSE	FALSE	0.205	226.24	0.5	FALSE	1.245	0.264568603036571	0.5214175971004	0.205360235094248	2.75377354431711e-21	0.380166684605392	0	1.227	1.578	1.168	0	0.567	0.058	0.273	0	0.015	0.136	0.269
ENSG00002010	unchanged	FALSE	FALSE	FALSE	-3.128	53.16	0.5	FALSE	4.642	0.0312070228942598	0.121696039163017	0.00953267557661934	0.890941587190959	0.185376133146028	0	0.177	-0.186	-0.176	0	-0.878	0.926	-0.17	0	0.007	0.004	-0.043
ENSG00002013	unchanged	FALSE	FALSE	FALSE	-8.011	288	17.24	FALSE	3.251	0.071381024328087	0.22043279439022	0.0610192517296102	0.328545682838322	0.214006681808699	0	-0.28	0.162	-0.293	0	0.692	0.404	0.293	0	-0.002	-0.004	-0.007
ENSG00002014	protein_only	FALSE	TRUE	FALSE	-12.653	288	6.06	FALSE	54.591	1.48434713823367e-13	3.66706743822646e-12	3.70706610507983e-14	0.558738872504903	5.41732655614674e-05	0	0.018	0.189	0.125	0	-0.916	-1.425	-1.814	0	0	0.005	0.014
ENSG00002015	concordant	TRUE	TRUE	FALSE	1.018	3.45	3.45	TRUE	0.012	0.914214116155612	0.959415510478069	0.214205976506827	1.60551243165007e-47	2.4676402660179e-06	0	-2.505	-1.144	-0.589	0	-0.744	-1.71	-0.26	0	-0.787	-1.432	-0.7
ENSG00002016	anticorrelated	TRUE	TRUE	TRUE	-1.133	288	8.35	FALSE	115.574	5.89187332728354e-27	3.28853818674678e-25	1.13786324151471e-26	5.16734949931669e-50	7.92755502494929e-11	0	1.782	1.874	1.264	0	-0.944	-1.529	-1.923	0	0.02	0.166	0.294
ENSG00002021	concordant	TRUE	TRUE	FALSE	1.145	2.94	3.18	TRUE	1.241	0.265256604690715	0.5214175971004	0.257901408654721	3.5132745518714e-44	1.5769143024864e-07	0	-2.628	-1.77	-0.892	0	-0.958	-2.39	-0.9	0	-0.929	-1.928	-1.039
ENSG00002023	unchanged	FALSE	FALSE	FALSE	-19.444	0.5	288	TRUE	0.585	0.444319414184188	0.698026256078485	0.156366726375679	0.746597866672794	0.495993888643272	0	-0.179	-0.291	0.082	0	-0.137	-0.143	0.546	0	-0.158	-0.286	0.07
ENSG00002026	unchanged	FALSE	FALSE	FALSE	3.829	1.96	12.49	TRUE	2.208	0.137296050895923	0.34142763811907	0.297477964878787	0.93904018780368	0.912519605501237	0	-0.269	-0.08	-0.088	0	-0.237	-0.362	-0.399	0	-0.155	-0.109	-0.087
ENSG00002034	unchanged	FALSE	FALSE	FALSE	3.911	0.81	3.74	TRUE	2.254	0.133235938786441	0.334644266251943	0.247773829926287	0.941117555181797	0.644967914817498	0	0.195	0.147	-0.054	0	0.157	0.683	-0.212	0	0.158	0.151	-0.044
ENSG00002036	unchanged	FALSE	FALSE	FALSE	-0.367	288	0.5	FALSE	0.149	0.699248930891333	0.857019107970979	0.237023590946225	0.982665817979192	0.665127282801431	0	-0.112	-0.179	-0.132	0	0.38	-0.135	0.06	0	-0.001	-0.007	-0.015
ENSG00002043	unchanged	FALSE	FALSE	FALSE	1.579	0.5	0.5	TRUE	2.116	0.145722588609573	0.358244602014072	0.0632174893303398	0.701803314043685	0.212638976764653	0	-0.622	-0.512	-0.469	0	-1.275	-0.837	-0.239	0	-0.545	-0.517	-0.47
ENSG00002045	protein_only	FALSE	TRUE	FALSE	-94.118	0.5	288	TRUE	23.091	1.54478242386042e-06	1.89267244939646e-05	1.51161590951767e-15	0.815567100037961	1.10927607987308e-07	0	0.134	0.246	-0.146	0	-0.312	0.425	-2.167	0	0.118	0.242	-0.134
ENSG00002050	unchanged	FALSE	FALSE	FALSE	-766.943	288	288	FALSE	13.723	0.000211803974550655	0.0018848844611155	2.89707100117537e-05	0.817174291748774	0.353625544443811	0	0.144	-0.16	0.132	0	-0.649	-0.681	-0.832	0	0.001	0.001	0
ENSG00002051	unchanged	FALSE	FALSE	FALSE	1.478	3.18	4.76	TRUE	0.206	0.650157166831375	0.828413785317596	0.0146030542492933	0.673370767366961	0.48261080270601	0	0.152	-0.797	0.083	0	-1.039	-0.796	-0.163	0	0.068	-0.544	-0.075
ENSG00002053	kinetic_lag	TRUE	TRUE	FALSE	0.806	27.93	14.67	TRUE	0.474	0.491061123192575	0.729811748176737	0.785606357203117	8.24585494376186e-59	0.00676765844065912	0	2.209	2.291	1.074	0	0.342	1.412	1.314	0	0.257	1.312	1.481
ENSG00002055	unchanged	FALSE	FALSE	FALSE	12.659	13.54	41.76	TRUE	1.377	0.240625642749998	0.49471056428956	0.478139566085893	0.767793138390986	0.956291812386347	0	-0.335	0.157	-0.081	0	-0.118	-0.419	-0.065	0	-0.044	-0.045	-0.002
ENSG00002061	unchanged	FALSE	FALSE	FALSE	-4.459	288	288	FALSE	0.065	0.798667736548982	0.901916149071726	0.202218110280738	0.805568029634978	0.660422873759045	0	0.069	-0.178	-0.252	0	-0.428	-0.244	0.075	0	0.001	-0.002	-0.013
ENSG00002062	protein_only	FALSE	TRUE	FALSE	-1.241	288	0.5	FALSE	5.736	0.0166215379967774	0.0759050235186168	1.43524877852003e-21	0.455661389431642	7.60182471977212e-08	0	-0.082	-0.469	0.091	0	2.384	0.224	0.075	0	-0.001	-0.011	-0.02
ENSG00002063	unchanged	FALSE	FALSE	FALSE	9.792	20.24	288	TRUE	0.066	0.79786064374336	0.901916149071726	0.877347929694485	0.821349044596904	0.866879952183513	0	-0.23	-0.207	-0.347	0	0.087	-0.049	-0.262	0	-0.021	-0.108	-0.205
ENSG00002069	unchanged	FALSE	FALSE	FALSE	4.088	2.94	4.39	TRUE	2.618	0.105675801388884	0.287980890945838	0.159438037454314	0.980872617550279	0.175059528532662	0	-0.159	-0.123	-0.005	0	-0.057	-0.65	0.044	0	-0.073	-0.13	-0.026
ENSG00002072	unchanged	FALSE	FALSE	FALSE	-31.298	288	288	FALSE	2.276	0.131379453399404	0.331280842390836	0.146174798777271	0.350941773442956	0.665127282801431	0	0.228	-0.347	-0.15	0	0.298	0.07	0.458	0	0.002	-0.001	-0.013
ENSG00002073	unchanged	FALSE	FALSE	FALSE	-58.518	288	109.67	FALSE	1.39	0.238327904159833	0.49471056428956	0.486407133357634	0.686798985892117	0.519822904407147	0	-0.134	0.089	0.014	0	0.205	0.23	-0.189	0	-0.001	-0.002	0.001
ENSG00002075	unchanged	FALSE	FALSE	FALSE	-0.429	288	0.5	FALSE	0.787	0.37485760691207	0.63544478472046	0.558187346369955	0.454045575433057	0.952898390909239	0	0.309	0.481	0.058	0	-0.269	-0.12	-0.001	0	0.002	0.021	0.037
ENSG00002079	concordant	TRUE	TRUE	FALSE	0.55	14.67	1.31	TRUE	6.379	0.0115453606662418	0.0578035166911174	0.0120592163511522	2.56372816766561e-46	0.0117724553082121	0	-2.511	-2.547	-1.307	0	-0.911	-1.171	-1.127	0	-0.208	-1.092	-1.517
ENSG00002080	kinetics_limited	TRUE	FALSE	FALSE	-0.025	288	0.5	FALSE	0.638	0.424607954220772	0.68275266219634	0.715264282909833	1.40937251652959e-44	0.929994057193412	0	-0.741	-2.416	-3.166	0	0.058	0.073	0.059	0	-0.005	-0.045	-0.115
ENSG00002082	protein_only	FALSE	TRUE	FALSE	-76.877	288	288	FALSE	40.67	1.80273821402e-10	3.2731644440098e-09	1.30361082501409e-10	0.599794366612016	8.32512168276203e-05	0	-0.185	-0.263	-0.249	0	-0.072	0.183	2.023	0	-0.001	-0.01	-0.023
ENSG00002084	unchanged	FALSE	FALSE	FALSE	1.748	2.94	5.16	TRUE	0.027	0.869357112404092	0.939342253365187	0.953295163475223	0.870547098627079	0.97439884358171	0	0.094	-0.001	0.061	0	0.09	0.08	0.031	0	0.044	0.02	0.05
ENSG00002088	kinetic_lag	TRUE	FALSE	FALSE	0.48	41.76	1.03	TRUE	5.119	0.0236648516822449	0.0990636985698419	0.0670780708564539	1.19541738733385e-51	0.082064416235917	0	0.925	2.011	2.203	0	0.299	1.025	0.978	0	0.055	0.6	1.287
ENSG00002090	protein_only	FALSE	TRUE	FALSE	3.583	0.5	1.81	TRUE	18.482	1.7149696724171e-05	0.000180731419323956	7.89004806434722e-05	0.318617919452344	7.25019342060808e-05	0	-0.06	-0.071	0.545	0	-0.04	-0.095	1.747	0	-0.053	-0.07	0.527
ENSG00002092	anticorrelated	TRUE	TRUE	TRUE	-1.229	288	0.5	FALSE	133.32	7.69367114592029e-31	6.44131245383437e-29	8.60098211793978e-33	4.09782133695558e-37	6.20134711268512e-10	0	1.046	1.764	1.778	0	-2.208	-1.788	-1.966	0	0.01	0.108	0.274
ENSG00002093	concordant	TRUE	TRUE	FALSE	0.788	6.56	5.16	TRUE	3.68	0.0550593280658232	0.182361334934496	0.158287311972549	3.63945218595074e-49	5.88344428606746e-08	0	2.694	1.84	0.718	0	0.934	1.615	0.887	0	1.026	2.035	1.195
ENSG00002096	unchanged	FALSE	FALSE	FALSE	-22.5	288	288	FALSE	2.845	0.0916686039720717	0.258214179786751	0.147474864506316	0.117906268752678	0.890780136495824	0	-0.128	-0.467	0.24	0	0.239	0.119	0.48	0	-0.001	-0.012	-0.017
ENSG00002097	unchanged	FALSE	FALSE	FALSE	6.159	38.53	288	TRUE	0.026	0.87208916514689	0.94143149847877	0.304602581415105	0.39267156801104	0.649002160295655	0	-0.573	-0.563	-0.431	0	0.347	-0.218	-0.278	0	-0.026	-0.157	-0.266
ENSG00002101	unchanged	FALSE	FALSE	FALSE	10.883	30.27	288	TRUE	0.66	0.416474527210987	0.679592429977806	0.129625482351801	0.768339081240181	0.348565908550567	0	0.193	0.341	0.177	0	0.077	-0.27	0.512	0	0.013	0.106	0.17
ENSG00002102	unchanged	FALSE	FALSE	FALSE	-1.573	288	1.54	FALSE	1.815	0.17786475915876	0.407978983336759	0.392093022362833	0.921929415593782	0.855047704499676	0	-0.251	-0.111	-0.103	0	0.263	0.236	0.108	0	-0.002	-0.009	-0.014
ENSG00002104	unchanged	FALSE	FALSE	FALSE	-3.878	288	11.53	FALSE	1.565	0.210893557377954	0.457290058947592	0.0922666913200077	0.881651928344149	0.866911897693145	0	-0.121	0.074	0.126	0	-0.344	-0.115	-0.427	0	-0.001	-0.002	0.004
ENSG00002110	unchanged	FALSE	FALSE	FALSE	5.221	0.5	2.31	TRUE	6.211	0.01269421483395	0.0621460214719867	0.0436583798797049	0.258454596674796	0.536307008744142	0	0.265	0.027	0.029	0	0.749	0.365	0.208	0	0.234	0.036	0.029
ENSG00002112	anticorrelated	TRUE	TRUE	TRUE	-0.392	288	0.5	FALSE	31.896	1.62665145459703e-08	2.40329778635072e-07	4.632403180512e-09	3.90762052909648e-69	8.93773555996951e-05	0	1.848	2.667	2.401	0	-1.426	-0.877	-0.581	0	0.021	0.236	0.523
ENSG00002114	unchanged	FALSE	FALSE	FALSE	0.937	17.24	15.9	TRUE	0	0.983872365945066	0.991769669216866	0.0436146535645499	0.87527082603119	0.0746576381853374	0	0	-0.268	-0.183	0	-0.606	-0.075	-0.157	0	0	-0.074	-0.162
ENSG00002120	amplified	TRUE	TRUE	TRUE	1.759	0.5	1.54	TRUE	49.195	2.31719587620479e-12	4.98859169348659e-11	7.22274589279434e-13	8.33030758438939e-63	2.57096514111569e-10	0	2.958	1.989	1.065	0	3.826	3.292	2.737	0	2.641	2.029	1.093
ENSG00002122	unchanged	FALSE	FALSE	FALSE	0.968	0.5	0.5	TRUE	0.007	0.935356755641844	0.969278760498685	0.839413699253465	0.847343826661392	0.894116536712956	0	0.337	0.509	0.28	0	0.408	0.401	0.303	0	0.297	0.503	0.287
ENSG00002130	unchanged	FALSE	FALSE	FALSE	11.858	7.71	41.76	TRUE	8.713	0.00315879728707328	0.0195094570148338	0.00518540373091292	0.000196765570004559	0.657471601489833	0	-0.2	-0.236	0.069	0	-0.505	-0.635	-0.78	0	-0.044	-0.186	-0.048
ENSG00002131	unchanged	FALSE	FALSE	FALSE	1.3	0.5	0.5	TRUE	0.335	0.562498947415849	0.775263767377273	0.52991735438241	0.397854285221837	0.495290456414301	0	-0.017	-0.576	-0.231	0	-0.29	-0.767	-0.188	0	-0.015	-0.554	-0.241
ENSG00002133	unchanged	FALSE	FALSE	FALSE	-77.545	288	288	FALSE	13.293	0.000266466802418032	0.00229465983567985	0.000273675716033943	0.948139525095171	0.241295556234267	0	0.059	0.291	0.015	0	-0.611	-0.262	-1.492	0	0	0.008	0.017
ENSG00002134	concordant	TRUE	FALSE	FALSE	1.358	11.53	20.24	TRUE	0.491	0.48353238493346	0.723303341925373	0.667379265065296	8.29615107487775e-20	0.364315433287667	0	1.205	1.238	0.442	0	0.38	0.939	1.087	0	0.242	0.96	0.813
ENSG00002138	kinetic_lag	TRUE	TRUE	FALSE	0.849	45.26	30.27	TRUE	0.151	0.697352304271946	0.857019107970979	0.878338805925474	5.49645462562201e-98	2.60156548244853e-07	0	2.625	3.06	3.215	0	0.343	1.417	2.134	0	0.22	1.396	2.182
ENSG00002145	unchanged	FALSE	FALSE	FALSE	-0.218	128.82	0.5	FALSE	0.01	0.919340492491673	0.96338719841306	0.870569764904239	0.981484467866499	0.854179487320919	0	0.123	-0.006	0.119	0	-0.125	-0.054	0.069	0	0.002	0.007	0.014
ENSG00002147	unchanged	FALSE	FALSE	FALSE	0.608	17.24	9.81	TRUE	0.014	0.904776727511877	0.955769878468832	0.358250987460475	0.886944023436283	0.755253348031911	0	0.202	-0.14	-0.194	0	-0.321	-0.127	-0.19	0	0.023	0.018	-0.096
ENSG00002151	concordant	TRUE	TRUE	FALSE	0.827	11.53	7.71	TRUE	0.424	0.515003793575164	0.745223170468334	0.775872852131054	2.20682323435478e-53	3.40250601458813e-05	0	-2.156	-2.799	-2.267	0	-0.383	-1.438	-1.944	0	-0.238	-1.314	-2.099
ENSG00002154	unchanged	FALSE	FALSE	FALSE	0.985	1.81	1.81	TRUE	0	0.982773981127518	0.991325561953929	0.9581103717038	0.181322506214841	0.72420849780505	0	-0.43	0.417	-0.04	0	-0.197	0.342	-0.028	0	-0.255	0.299	0.01
ENSG00002156	unchanged	FALSE	FALSE	FALSE	1.624	1.12	2.31	TRUE	0.556	0.455971387484579	0.706943293147387	0.630770946033169	0.554953036066929	0.862033871308764	0	-0.473	-0.117	-0.232	0	-0.341	-0.207	-0.486	0	-0.344	-0.148	-0.225
ENSG00002157	concordant	TRUE	TRUE	FALSE	0.59	15.9	4.76	TRUE	1.48	0.223741785291646	0.474231885280606	0.381051269153311	1.04758883248987e-40	6.34221081471076e-07	0	-0.896	-2.53	-2.436	0	0.034	-1.093	-1.414	0	-0.091	-0.759	-1.624
ENSG00002159	unchanged	FALSE	FALSE	FALSE	-1.415	288	0.5	FALSE	3.783	0.0517607855890485	0.176817134201867	0.0457795161853265	0.619277314731633	0.521557836723014	0	0.536	0.082	-0.199	0	-0.913	0.111	-0.204	0	0.004	0.019	0.015
ENSG00002161	unchanged	FALSE	FALSE	FALSE	-0.907	288	2.94	FALSE	0.412	0.520742665215466	0.749306794659185	0.45714337744098	0.342369029522251	0.0946938684604307	0	-0.308	0.071	0.308	0	-0.18	-0.279	-0.415	0	-0.002	-0.007	0.005
ENSG00002162	unchanged	FALSE	FALSE	FALSE	-0.415	288	0.5	FALSE	0.803	0.370282088735227	0.631953689381638	0.182757682410174	0.346951974210081	0.666093425158096	0	-0.326	-0.458	-0.13	0	0.46	-0.081	0.231	0	-0.002	-0.017	-0.031
ENSG00002163	kinetics_limited	TRUE	FALSE	FALSE	1.396	192.61	288	FALSE	0.044	0.833078290504347	0.921768710565382	0.190670981226555	6.41800002143371e-68	0.0910622882557737	0	1.253	1.894	2.267	0	-0.416	0.061	0.541	0	0.018	0.186	0.481
ENSG00002166	unchanged	FALSE	FALSE	FALSE	-1.118	288	0.5	FALSE	4.253	0.0391902368794138	0.145109796012964	0.0318634522273204	0.296898924452906	0.26027084819861	0	-0.463	-0.114	-0.255	0	0.7	-0.081	-0.004	0	-0.003	-0.014	-0.023
ENSG00002168	protein_only	FALSE	TRUE	FALSE	25.438	4.05	17.24	TRUE	50.861	9.91544323699101e-13	2.26402620577961e-11	7.19868453948678e-12	0.10562679427372	1.59556561358721e-06	0	0.007	0.207	-0.098	0	0.196	1.603	1.157	0	0.003	0.146	-0.024
ENSG00002169	unchanged	FALSE	FALSE	FALSE	-1.654	288	3.74	FALSE	5.814	0.0159008028650173	0.0741873372061334	0.00662585316345741	0.719226239812719	0.178232216004951	0	-0.233	-0.398	-0.031	0	-0.286	0.761	-0.065	0	-0.002	-0.014	-0.024
ENSG00002170	unchanged	FALSE	FALSE	FALSE	3.096	0.5	0.5	TRUE	7.688	0.00555987052421035	0.0312638988059141	0.00213737309282925	0.889662847641762	0.351409002250616	0	-0.165	-0.288	-0.051	0	-0.795	-0.636	-0.491	0	-0.145	-0.283	-0.058
ENSG00002171	concordant	TRUE	TRUE	FALSE	1.099	15.9	18.68	TRUE	0.089	0.764927075921311	0.886045429218613	0.841938438481224	1.6049107342407e-37	0.000236634138864737	0	1.873	1.077	-0.021	0	0.434	0.989	0.824	0	0.328	1.035	0.693
ENSG00002173	kinetics_limited	TRUE	TRUE	FALSE	-0.259	288	0.5	FALSE	2.534	0.111439336502331	0.297764326434419	6.24878251989403e-06	7.38047419271299e-25	1.17602486401233e-05	0	0.44	1.438	1.324	0	-1.407	-0.643	0.333	0	0.004	0.061	0.177
ENSG00002176	concordant	TRUE	TRUE	FALSE	11.632	21.94	288	TRUE	0.111	0.73910357595706	0.878581773236011	0.571657690518091	3.10946375342396e-67	0.00252495310105577	0	-2.028	-2.271	-2.673	0	0.175	-0.724	-1.452	0	-0.123	-0.697	-1.383
ENSG00002177	unchanged	FALSE	FALSE	FALSE	2.431	0.5	23.78	TRUE	0.315	0.57488474371525	0.781836160192971	0.410894996364645	0.842505099991024	0.646203385878518	0	-0.202	-0.345	-0.167	0	-0.349	-0.22	-0.454	0	-0.178	-0.339	-0.173
ENSG00002181	unchanged	FALSE	FALSE	FALSE	-1.118	288	0.81	FALSE	6.516	0.0106926236576765	0.0544384589598598	0.00318224296388237	0.28267928316468	0.269885377498558	0	0.466	0.643	0.438	0	-0.265	-1.263	0.152	0	0.004	0.032	0.066
ENSG00002183	unchanged	FALSE	FALSE	FALSE	-2.855	288	288	FALSE	0.434	0.510162141620496	0.742406675542357	0.24681701858143	0.166253509374663	0.642326017706713	0	-0.257	-0.64	-0.37	0	0.057	-0.318	0.277	0	-0.002	-0.018	-0.041
ENSG00002186	protein_only	FALSE	TRUE	FALSE	-6.458	288	1.81	FALSE	46.996	7.11285732051241e-12	1.42921013093496e-10	2.50198463468167e-24	0.544906745542449	5.43928955903534e-11	0	-0.075	0.054	0.362	0	-1.306	-2.133	-2.139	0	-0.001	-0.001	0.012
ENSG00002187	unchanged	FALSE	FALSE	FALSE	-20.067	288	288	FALSE	2.567	0.109134692032962	0.294214634872405	0.226858587759953	0.334320800002177	0.860535870940875	0	-0.269	-0.11	-0.287	0	0.017	0.027	0.465	0	-0.002	-0.009	-0.019
ENSG00002196	unchanged	FALSE	FALSE	FALSE	0.548	27.93	6.06	TRUE	0.56	0.454261871520603	0.705018167231255	0.527012909983194	0.317682382761019	0.762715283512907	0	-0.732	-0.501	-0.358	0	0.027	-0.421	-0.106	0	-0.045	-0.223	-0.309
ENSG00002197	anticorrelated	TRUE	TRUE	TRUE	-1.009	288	0.5	FALSE	111.082	5.67644731685639e-26	2.85146870216753e-24	1.18347619907612e-28	2.29585864790737e-47	9.98143261069517e-08	0	1.07	1.512	1.978	0	-1.978	-1.533	-1.47	0	0.01	0.096	0.26
ENSG00002199	protein_only	FALSE	TRUE	FALSE	-3.22	288	0.5	FALSE	47.219	6.34757437085448e-12	1.29267494282131e-10	2.19954216493673e-13	0.710902612085961	0.00534027373544846	0	-0.073	-0.383	-0.313	0	0.909	0.913	1.201	0	-0.001	-0.009	-0.026
ENSG00002204	anticorrelated	TRUE	FALSE	TRUE	-1.48	288	0.5	FALSE	23.838	1.04797484375848e-06	1.31133206489392e-05	4.0339049383291e-06	0.0226068917439444	0.215143903479819	0	-0.336	-0.385	-0.732	0	0.637	0.684	0.924	0	-0.002	-0.016	-0.041
ENSG00002207	kinetics_limited	TRUE	TRUE	FALSE	1.796	86.15	192.61	FALSE	0.031	0.861262556676433	0.935776981190616	0.183719298211482	7.86787169005052e-52	0.0302184990414429	0	0.893	2.025	2.376	0	-0.422	0.351	0.887	0	0.026	0.339	0.891
ENSG00002209	kinetic_lag	TRUE	FALSE	FALSE	6.873	38.53	288	TRUE	0.06	0.806082986322653	0.903844538979344	0.369037491693556	2.3485953285336e-65	0.106682413394602	0	-1.568	-2.542	-2.368	0	-0.344	-0.205	-0.898	0	-0.06	-0.395	-0.841
ENSG00002210	unchanged	FALSE	FALSE	FALSE	8.964	6.06	18.68	TRUE	12.398	0.000429715647896303	0.00353869661956136	6.44887612154369e-07	0.803531087432119	0.0794139613918678	0	-0.033	-0.311	0.073	0	-1.121	-0.74	-0.8	0	-0.009	-0.187	-0.046
ENSG00002215	unchanged	FALSE	FALSE	FALSE	-0.658	86.15	0.5	FALSE	0.084	0.771839728823644	0.886556761689963	0.472973043148401	0.941117555181797	0.853882981397668	0	0.003	0.122	-0.029	0	-0.307	-0.061	0.064	0	0	0.009	0.015
ENSG00002218	unchanged	FALSE	FALSE	FALSE	0.976	0.5	0.5	TRUE	0.001	0.980591816333424	0.991106887507937	0.690470099629846	0.955603893149865	0.898494923103907	0	-0.209	-0.143	-0.191	0	-0.372	0.022	-0.124	0	-0.184	-0.145	-0.19
ENSG00002224	unchanged	FALSE	FALSE	FALSE	-0.353	288	5.16	FALSE	0.165	0.684181863356521	0.847912884932793	0.718160627479318	0.173319797744228	0.973890171351843	0	-0.121	-0.173	-0.311	0	-0.098	0.221	0.018	0	-0.001	-0.007	-0.019
ENSG00002225	kinetic_lag	TRUE	TRUE	FALSE	0.893	27.93	21.94	TRUE	0.029	0.865785560611805	0.937542275202646	0.900293897231511	4.28389832068861e-39	0.000751867525300616	0	1.056	2.127	2.373	0	0.215	0.854	1.626	0	0.094	0.867	1.66
ENSG00002228	kinetics_limited	TRUE	FALSE	FALSE	0.168	288	0.5	FALSE	0.884	0.347015761417167	0.612144405798865	0.298836356699612	1.12932385505457e-19	0.367567435565335	0	0.774	0.935	0.13	0	0.339	0.039	-0.268	0	0.007	0.055	0.087
ENSG00002230	unchanged	FALSE	FALSE	FALSE	1.668	0.5	0.5	TRUE	0.085	0.770019340804661	0.886556761689963	0.783463377989764	0.996439666101816	0.921073353984277	0	-0.068	-0.079	-0.067	0	-0.245	-0.092	-0.028	0	-0.06	-0.078	-0.067
ENSG00002233	unchanged	FALSE	FALSE	FALSE	2.638	0.59	3.74	TRUE	2.258	0.132952787046732	0.334490567745283	0.29718310721917	0.818566105062055	0.168751847590849	0	-0.355	-0.305	-0.333	0	-0.326	-0.973	-0.729	0	-0.304	-0.307	-0.332
ENSG00002234	unchanged	FALSE	FALSE	FALSE	0.357	49.05	0.5	FALSE	0.02	0.888459428406853	0.94744666219747	0.971146907151194	0.983629687374848	0.999327774691626	0	-0.01	0.089	0.14	0	0.029	0.073	0.025	0	0	0.009	0.041
ENSG00002235	protein_only	FALSE	TRUE	FALSE	2.052	0.69	4.76	TRUE	2.543	0.11076345958118	0.29754105809062	0.0121842460041166	0.281355709698613	1.05169338230221e-05	0	-0.495	-0.132	-0.395	0	-0.596	-0.871	-0.248	0	-0.411	-0.152	-0.384
ENSG00002238	kinetics_limited	TRUE	FALSE	FALSE	1.213	245.19	288	FALSE	0.033	0.856146237389314	0.933583487514976	0.0721887537626545	5.16750777417086e-40	0.187590864670258	0	1.601	2.181	1.758	0	0.464	-0.273	0.649	0	0.02	0.201	0.413
ENSG00002239	protein_only	FALSE	TRUE	FALSE	-10.822	288	4.76	FALSE	7.283	0.00696110282024344	0.037735186870888	0.020030486867575	0.938172294517121	0.00658068062122643	0	0.115	-0.149	-0.053	0	-0.148	0.795	0.852	0	0.001	0	-0.005
ENSG00002240	unchanged	FALSE	FALSE	FALSE	-9.199	288	9.05	FALSE	4.056	0.0440072686232518	0.158279126050693	0.042087770446139	0.376174478227567	0.382235679035599	0	-0.147	0.105	-0.157	0	-0.1	-0.017	0.677	0	-0.001	-0.002	-0.003
ENSG00002242	unchanged	FALSE	FALSE	FALSE	210.35	25.77	288	TRUE	7.339	0.00674599968563673	0.0368341359646904	0.00382754560808269	0.879062832320976	0.533836823938388	0	-0.043	-0.131	0.185	0	-0.507	-0.588	-0.798	0	-0.003	-0.036	0.004
ENSG00002243	kinetics_limited	TRUE	FALSE	FALSE	1.266	226.24	288	FALSE	0.009	0.923303923221258	0.9645589934755	0.180966948727078	4.89467612776656e-40	0.600017535250827	0	1.53	2.368	2.614	0	-1.505	-0.021	0.747	0	0.02	0.227	0.572
ENSG00002244	unchanged	FALSE	FALSE	FALSE	0.656	0.75	0.5	TRUE	0.139	0.708800736804804	0.864909077218494	0.254744982939569	0.690495055897767	0.750672756962129	0	0.263	0.067	0.13	0	0.114	-0.263	0.334	0	0.217	0.078	0.127
ENSG00002248	concordant	TRUE	TRUE	FALSE	0.789	3.45	2.5	TRUE	3.999	0.0455163079943729	0.162928921965605	0.000205160236632037	2.41130942665761e-23	9.88846729016196e-10	0	2.527	2.162	1.64	0	1.139	2.499	0.468	0	1.338	2.237	1.752
ENSG00002251	unchanged	FALSE	FALSE	FALSE	-0.35	288	0.5	FALSE	0.345	0.557105035522762	0.775214486179874	0.814252383283763	0.848451325008133	0.997953743244506	0	-0.287	-0.158	-0.219	0	0.107	0.093	0.027	0	-0.002	-0.011	-0.02
ENSG00002254	concordant	TRUE	TRUE	FALSE	0.893	1.54	1.21	TRUE	1.989	0.158410647153952	0.376901644743644	0.150674068863326	6.34227286297128e-68	7.92755502494929e-11	0	-2.231	-2.991	-2.921	0	-1.258	-2.898	-2.348	0	-1.29	-2.893	-2.928
